from	to	score	weight
NDUFA10	NDUFS1	0.999	0.999
COX5B	NDUFS1	0.96	0.96
NDUFB5	NDUFS1	0.999	0.999
ATP5F1B	NDUFS1	0.977	0.977
NDUFS1	NDUFS3	0.999	0.999
NDUFS1	SDHA	0.995	0.995
NDUFA9	NDUFS1	0.999	0.999
NDUFS1	UQCRC2	0.998	0.998
NDUFB10	NDUFS1	0.999	0.999
NDUFS1	SOD1	0.446	0.446
NDUFS1	NDUFS6	0.999	0.999
NDUFB9	NDUFS1	0.999	0.999
NDUFC2	NDUFS1	0.997	0.997
ATP5MC3	NDUFS1	0.524	0.524
COX6A2	NDUFS1	0.907	0.907
ATP5PO	NDUFS1	0.73	0.73
COX7A1	NDUFS1	0.895	0.895
NDUFS1	NDUFS4	0.999	0.999
NDUFB8	NDUFS1	0.999	0.999
NDUFA7	NDUFS1	0.999	0.999
ATP5PD	NDUFS1	0.661	0.661
NDUFS1	UQCRFS1	0.999	0.999
CYCS	NDUFS1	0.782	0.782
NDUFS1	UQCRH	0.993	0.993
CASP3	NDUFS1	0.429	0.429
NDUFS1	NDUFS8	0.999	0.999
CYC1	NDUFS1	0.999	0.999
COX5A	NDUFS1	0.951	0.951
NDUFS1	NDUFV2	0.999	0.999
NDUFA12	NDUFS1	0.999	0.999
NDUFS1	UQCR10	0.99	0.99
NDUFA4	NDUFS1	0.983	0.983
NDUFS1	NDUFV3	0.999	0.999
ATP5F1C	NDUFS1	0.959	0.959
MT-CO1	NDUFS1	0.988	0.988
MT-CYB	NDUFS1	0.986	0.986
MT-ATP6	NDUFS1	0.715	0.715
MT-ND6	NDUFS1	0.995	0.995
MT-ND1	NDUFS1	0.999	0.999
MT-ND4L	NDUFS1	0.998	0.998
MT-ND5	NDUFS1	0.999	0.999
MT-CO2	NDUFS1	0.976	0.976
MT-ND4	NDUFS1	0.999	0.999
MT-CO3	NDUFS1	0.99	0.99
MT-ND2	NDUFS1	0.999	0.999
MT-ND3	NDUFS1	0.999	0.999
NDUFS1	SDHC	0.923	0.923
NDUFS1	NDUFS2	0.999	0.999
ATP5PB	NDUFS1	0.886	0.886
COX7A2	NDUFS1	0.47	0.47
NDUFA1	NDUFS1	0.999	0.999
NDUFS1	NDUFS5	0.999	0.999
NDUFA8	NDUFS1	0.999	0.999
NDUFS1	PINK1	0.742	0.742
NDUFS1	SDHB	0.996	0.996
NDUFS1	SDHD	0.911	0.911
COX4I2	NDUFS1	0.655	0.655
COX7A2L	NDUFS1	0.432	0.432
NDUFS1	UQCRQ	0.961	0.961
NDUFB6	NDUFS1	0.999	0.999
ATP5MC1	NDUFS1	0.503	0.503
NDUFA4L2	NDUFS1	0.547	0.547
NDUFS1	VDAC1	0.663	0.663
ATP5F1A	NDUFS1	0.961	0.961
NDUFA11	NDUFS1	0.999	0.999
ATP5PF	NDUFS1	0.614	0.614
NDUFS1	TOMM40	0.416	0.416
COX6B2	NDUFS1	0.476	0.476
COX6C	NDUFS1	0.68	0.68
COX7C	NDUFS1	0.905	0.905
NDUFS1	UQCR11	0.934	0.934
NDUFS1	UQCRHL	0.935	0.935
COX7B	NDUFS1	0.936	0.936
COX4I1	NDUFS1	0.965	0.965
COX6B1	NDUFS1	0.971	0.971
NDUFB2	NDUFS1	0.995	0.995
NDUFB1	NDUFS1	0.996	0.996
NDUFC1	NDUFS1	0.998	0.998
NDUFS1	UQCRB	0.998	0.998
NDUFS1	NDUFV1	0.999	0.999
NDUFA3	NDUFS1	0.999	0.999
NDUFB3	NDUFS1	0.999	0.999
NDUFAB1	NDUFS1	0.999	0.999
NDUFA13	NDUFS1	0.999	0.999
NDUFA6	NDUFS1	0.999	0.999
NDUFA5	NDUFS1	0.999	0.999
NDUFB4	NDUFS2	0.999	0.999
NDUFS2	UQCRC1	0.999	0.999
ATP5F1D	NDUFS2	0.902	0.902
NDUFB7	NDUFS2	0.999	0.999
COX6A1	NDUFS2	0.591	0.591
NDUFS2	NDUFS7	0.999	0.999
NDUFS2	TARDBP	0.672	0.672
ATP5F1E	NDUFS2	0.434	0.434
NDUFA2	NDUFS2	0.999	0.999
NDUFA10	NDUFS2	0.999	0.999
COX5B	NDUFS2	0.985	0.985
NDUFB5	NDUFS2	0.999	0.999
ATP5F1B	NDUFS2	0.97	0.97
NDUFS2	NDUFS3	0.999	0.999
NDUFS2	SDHA	0.998	0.998
NDUFA9	NDUFS2	0.999	0.999
NDUFS2	UQCRC2	0.994	0.994
NDUFB10	NDUFS2	0.999	0.999
NDUFS2	NDUFS6	0.999	0.999
NDUFB9	NDUFS2	0.999	0.999
NDUFC2	NDUFS2	0.999	0.999
ATP5MC3	NDUFS2	0.669	0.669
COX6A2	NDUFS2	0.919	0.919
ATP5PO	NDUFS2	0.863	0.863
COX7A1	NDUFS2	0.88	0.88
NDUFS2	NDUFS4	0.999	0.999
NDUFB8	NDUFS2	0.999	0.999
NDUFA7	NDUFS2	0.999	0.999
ATP5PD	NDUFS2	0.785	0.785
NDUFS2	UQCRFS1	0.999	0.999
CYCS	NDUFS2	0.779	0.779
NDUFS2	UQCRH	0.992	0.992
NDUFS2	NDUFS8	0.999	0.999
CYC1	NDUFS2	0.999	0.999
COX5A	NDUFS2	0.981	0.981
COX8A	NDUFS2	0.41	0.41
NDUFS2	NDUFV2	0.999	0.999
NDUFA12	NDUFS2	0.999	0.999
NDUFS2	UQCR10	0.994	0.994
NDUFA4	NDUFS2	0.988	0.988
NDUFS2	TUBB4B	0.421	0.421
NDUFS2	NDUFV3	0.999	0.999
ATP5F1C	NDUFS2	0.95	0.95
MT-CO1	NDUFS2	0.99	0.99
MT-CYB	NDUFS2	0.988	0.988
MT-ATP6	NDUFS2	0.687	0.687
MT-ND6	NDUFS2	0.995	0.995
MT-ND1	NDUFS2	0.999	0.999
MT-ND4L	NDUFS2	0.999	0.999
MT-ND5	NDUFS2	0.999	0.999
MT-CO2	NDUFS2	0.985	0.985
MT-ND4	NDUFS2	0.999	0.999
MT-CO3	NDUFS2	0.986	0.986
MT-ND2	NDUFS2	0.999	0.999
MT-ND3	NDUFS2	0.999	0.999
NDUFS2	SDHC	0.981	0.981
NDUFS2	TOMM40L	0.62	0.62
COX7B2	NDUFS2	0.43	0.43
DCTN2	NDUFS2	0.458	0.458
NDUFS2	VDAC1	0.459	0.459
COX7A2L	NDUFS2	0.477	0.477
NDUFS2	TOMM40	0.484	0.484
COX7A2	NDUFS2	0.525	0.525
ATP5PF	NDUFS2	0.598	0.598
ATP5MC2	NDUFS2	0.627	0.627
ATP5MC1	NDUFS2	0.663	0.663
COX6B2	NDUFS2	0.664	0.664
NDUFS2	PINK1	0.689	0.689
NDUFA4L2	NDUFS2	0.711	0.711
COX6C	NDUFS2	0.742	0.742
ATP5PB	NDUFS2	0.85	0.85
COX7B	NDUFS2	0.907	0.907
NDUFS2	SDHD	0.917	0.917
COX4I2	NDUFS2	0.921	0.921
NDUFS2	UQCR11	0.932	0.932
NDUFS2	UQCRHL	0.943	0.943
COX7C	NDUFS2	0.943	0.943
COX6B1	NDUFS2	0.951	0.951
ATP5F1A	NDUFS2	0.98	0.98
NDUFS2	UQCRQ	0.992	0.992
COX4I1	NDUFS2	0.994	0.994
NDUFB2	NDUFS2	0.996	0.996
NDUFB1	NDUFS2	0.996	0.996
NDUFC1	NDUFS2	0.997	0.997
NDUFS2	SDHB	0.997	0.997
NDUFS2	UQCRB	0.997	0.997
NDUFA13	NDUFS2	0.999	0.999
NDUFB3	NDUFS2	0.999	0.999
NDUFAB1	NDUFS2	0.999	0.999
NDUFS1	NDUFS2	0.999	0.999
NDUFA6	NDUFS2	0.999	0.999
NDUFA5	NDUFS2	0.999	0.999
NDUFS2	NDUFV1	0.999	0.999
NDUFA3	NDUFS2	0.999	0.999
NDUFA1	NDUFS2	0.999	0.999
NDUFA11	NDUFS2	0.999	0.999
NDUFB6	NDUFS2	0.999	0.999
NDUFA8	NDUFS2	0.999	0.999
NDUFS2	NDUFS5	0.999	0.999
NDUFB4	NDUFS3	0.999	0.999
NDUFS3	UQCRC1	0.995	0.995
ATP5F1D	NDUFS3	0.957	0.957
NDUFB7	NDUFS3	0.999	0.999
COX6A1	NDUFS3	0.757	0.757
NDUFS3	NDUFS7	0.999	0.999
NDUFS3	TARDBP	0.676	0.676
ATP5F1E	NDUFS3	0.46	0.46
NDUFA2	NDUFS3	0.999	0.999
NDUFA10	NDUFS3	0.999	0.999
COX5B	NDUFS3	0.985	0.985
NDUFB5	NDUFS3	0.999	0.999
ATP5F1B	NDUFS3	0.864	0.864
NDUFS3	RAB1A	0.401	0.401
NDUFS3	PRKN	0.407	0.407
ACTB	NDUFS3	0.42	0.42
NDUFS3	VCP	0.433	0.433
COX7B2	NDUFS3	0.441	0.441
COX7A2L	NDUFS3	0.454	0.454
NDUFS3	PSMC3	0.472	0.472
NDUFS3	TOMM40	0.476	0.476
NDUFS3	PSMB6	0.478	0.478
COX8A	NDUFS3	0.516	0.516
COX6B2	NDUFS3	0.527	0.527
COX7A2	NDUFS3	0.662	0.662
CYCS	NDUFS3	0.671	0.671
ATP5MC2	NDUFS3	0.679	0.679
NDUFA4L2	NDUFS3	0.726	0.726
ATP5MC3	NDUFS3	0.747	0.747
NDUFS3	VDAC1	0.763	0.763
NDUFS3	PINK1	0.784	0.784
MT-ATP6	NDUFS3	0.805	0.805
COX4I2	NDUFS3	0.834	0.834
COX6C	NDUFS3	0.846	0.846
ATP5MC1	NDUFS3	0.855	0.855
COX7A1	NDUFS3	0.868	0.868
ATP5PB	NDUFS3	0.874	0.874
NDUFS3	UQCRHL	0.896	0.896
ATP5PF	NDUFS3	0.904	0.904
COX7B	NDUFS3	0.909	0.909
NDUFS3	SDHC	0.92	0.92
NDUFS3	UQCR11	0.926	0.926
COX6A2	NDUFS3	0.927	0.927
NDUFS3	SDHD	0.931	0.931
ATP5F1A	NDUFS3	0.932	0.932
COX7C	NDUFS3	0.948	0.948
COX6B1	NDUFS3	0.952	0.952
ATP5PD	NDUFS3	0.954	0.954
ATP5PO	NDUFS3	0.958	0.958
ATP5F1C	NDUFS3	0.981	0.981
NDUFS3	UQCRQ	0.985	0.985
MT-CO2	NDUFS3	0.987	0.987
MT-CYB	NDUFS3	0.987	0.987
NDUFS3	UQCRH	0.988	0.988
NDUFA4	NDUFS3	0.989	0.989
MT-CO3	NDUFS3	0.99	0.99
NDUFS3	SDHA	0.992	0.992
COX4I1	NDUFS3	0.993	0.993
MT-CO1	NDUFS3	0.993	0.993
NDUFS3	UQCR10	0.994	0.994
NDUFS3	UQCRC2	0.995	0.995
COX5A	NDUFS3	0.996	0.996
NDUFS3	SDHB	0.996	0.996
NDUFB2	NDUFS3	0.996	0.996
NDUFC1	NDUFS3	0.997	0.997
NDUFS3	UQCRB	0.997	0.997
NDUFB1	NDUFS3	0.998	0.998
NDUFS3	UQCRFS1	0.999	0.999
MT-ND2	NDUFS3	0.999	0.999
MT-ND1	NDUFS3	0.999	0.999
NDUFS3	NDUFV1	0.999	0.999
MT-ND4L	NDUFS3	0.999	0.999
NDUFA3	NDUFS3	0.999	0.999
NDUFB9	NDUFS3	0.999	0.999
NDUFA1	NDUFS3	0.999	0.999
NDUFA11	NDUFS3	0.999	0.999
CYC1	NDUFS3	0.999	0.999
NDUFS3	NDUFS4	0.999	0.999
NDUFA7	NDUFS3	0.999	0.999
NDUFB6	NDUFS3	0.999	0.999
NDUFS3	NDUFS8	0.999	0.999
NDUFA8	NDUFS3	0.999	0.999
NDUFS3	NDUFS5	0.999	0.999
NDUFS2	NDUFS3	0.999	0.999
NDUFB10	NDUFS3	0.999	0.999
NDUFS3	NDUFV3	0.999	0.999
MT-ND4	NDUFS3	0.999	0.999
MT-ND3	NDUFS3	0.999	0.999
NDUFA13	NDUFS3	0.999	0.999
NDUFC2	NDUFS3	0.999	0.999
MT-ND6	NDUFS3	0.999	0.999
NDUFB3	NDUFS3	0.999	0.999
NDUFAB1	NDUFS3	0.999	0.999
NDUFS1	NDUFS3	0.999	0.999
NDUFS3	NDUFV2	0.999	0.999
MT-ND5	NDUFS3	0.999	0.999
NDUFA9	NDUFS3	0.999	0.999
NDUFA5	NDUFS3	0.999	0.999
NDUFB8	NDUFS3	0.999	0.999
NDUFA6	NDUFS3	0.999	0.999
NDUFS3	NDUFS6	0.999	0.999
NDUFA12	NDUFS3	0.999	0.999
NDUFB4	NDUFS4	0.999	0.999
NDUFS4	UQCRC1	0.993	0.993
ATP5F1D	NDUFS4	0.734	0.734
NDUFB7	NDUFS4	0.999	0.999
COX6A1	NDUFS4	0.66	0.66
NDUFS4	NDUFS7	0.999	0.999
NDUFS4	TARDBP	0.667	0.667
ATP5F1E	NDUFS4	0.587	0.587
NDUFA2	NDUFS4	0.999	0.999
NDUFA10	NDUFS4	0.999	0.999
COX5B	NDUFS4	0.975	0.975
NDUFB5	NDUFS4	0.999	0.999
ATP5F1B	NDUFS4	0.515	0.515
NDUFS3	NDUFS4	0.999	0.999
NDUFS4	SDHA	0.877	0.877
NDUFA9	NDUFS4	0.999	0.999
NDUFS4	UQCRC2	0.997	0.997
NDUFB10	NDUFS4	0.999	0.999
NDUFS4	NDUFS6	0.999	0.999
NDUFB9	NDUFS4	0.999	0.999
NDUFC2	NDUFS4	0.999	0.999
ATP5MC3	NDUFS4	0.621	0.621
COX6A2	NDUFS4	0.944	0.944
ATP5PO	NDUFS4	0.954	0.954
COX7A1	NDUFS4	0.883	0.883
NDUFS4	PPP3CC	0.422	0.422
NDUFS4	TOMM40	0.427	0.427
ATP5MC1	NDUFS4	0.436	0.436
COX7B2	NDUFS4	0.507	0.507
ATP5MC2	NDUFS4	0.516	0.516
NDUFS4	VDAC1	0.618	0.618
COX4I2	NDUFS4	0.649	0.649
CYCS	NDUFS4	0.655	0.655
MT-ATP6	NDUFS4	0.669	0.669
COX6B2	NDUFS4	0.676	0.676
ATP5F1A	NDUFS4	0.692	0.692
NDUFA4L2	NDUFS4	0.709	0.709
NDUFS4	PINK1	0.753	0.753
COX7A2	NDUFS4	0.771	0.771
ATP5PF	NDUFS4	0.842	0.842
NDUFS4	SDHD	0.85	0.85
MT-CO2	NDUFS4	0.859	0.859
ATP5PB	NDUFS4	0.866	0.866
NDUFS4	SDHB	0.89	0.89
NDUFS4	SDHC	0.899	0.899
ATP5F1C	NDUFS4	0.923	0.923
COX6C	NDUFS4	0.924	0.924
MT-CO3	NDUFS4	0.93	0.93
MT-CO1	NDUFS4	0.931	0.931
COX7B	NDUFS4	0.946	0.946
NDUFS4	UQCRHL	0.953	0.953
NDUFS4	UQCR11	0.954	0.954
MT-CYB	NDUFS4	0.956	0.956
ATP5PD	NDUFS4	0.957	0.957
COX6B1	NDUFS4	0.958	0.958
COX4I1	NDUFS4	0.961	0.961
COX5A	NDUFS4	0.988	0.988
NDUFS4	UQCRQ	0.989	0.989
NDUFA4	NDUFS4	0.99	0.99
COX7C	NDUFS4	0.993	0.993
MT-ND6	NDUFS4	0.995	0.995
NDUFB2	NDUFS4	0.996	0.996
NDUFB1	NDUFS4	0.996	0.996
NDUFS4	UQCRH	0.996	0.996
COX7A2L	NDUFS4	0.996	0.996
NDUFC1	NDUFS4	0.997	0.997
NDUFS4	UQCR10	0.997	0.997
MT-ND4L	NDUFS4	0.998	0.998
NDUFA13	NDUFS4	0.999	0.999
MT-ND4	NDUFS4	0.999	0.999
MT-ND3	NDUFS4	0.999	0.999
NDUFS4	NDUFV2	0.999	0.999
NDUFS1	NDUFS4	0.999	0.999
NDUFAB1	NDUFS4	0.999	0.999
NDUFB3	NDUFS4	0.999	0.999
NDUFB8	NDUFS4	0.999	0.999
NDUFA6	NDUFS4	0.999	0.999
NDUFA5	NDUFS4	0.999	0.999
MT-ND5	NDUFS4	0.999	0.999
NDUFA12	NDUFS4	0.999	0.999
NDUFS4	UQCRB	0.999	0.999
NDUFA3	NDUFS4	0.999	0.999
MT-ND1	NDUFS4	0.999	0.999
NDUFS4	NDUFV1	0.999	0.999
MT-ND2	NDUFS4	0.999	0.999
NDUFS4	UQCRFS1	0.999	0.999
NDUFA7	NDUFS4	0.999	0.999
CYC1	NDUFS4	0.999	0.999
NDUFA1	NDUFS4	0.999	0.999
NDUFA11	NDUFS4	0.999	0.999
NDUFS4	NDUFS8	0.999	0.999
NDUFB6	NDUFS4	0.999	0.999
NDUFS4	NDUFV3	0.999	0.999
NDUFS4	NDUFS5	0.999	0.999
NDUFS2	NDUFS4	0.999	0.999
NDUFA8	NDUFS4	0.999	0.999
NDUFS5	PSMA4	0.413	0.413
NDUFB4	NDUFS5	0.999	0.999
NDUFS5	UQCRC1	0.999	0.999
ATP5F1D	NDUFS5	0.503	0.503
NDUFB7	NDUFS5	0.999	0.999
COX6A1	NDUFS5	0.895	0.895
NDUFS5	NDUFS7	0.999	0.999
NDUFS5	TARDBP	0.652	0.652
ATP5F1E	NDUFS5	0.759	0.759
NDUFA2	NDUFS5	0.999	0.999
NDUFA10	NDUFS5	0.999	0.999
COX5B	NDUFS5	0.962	0.962
NDUFB5	NDUFS5	0.999	0.999
ATP5F1B	NDUFS5	0.518	0.518
NDUFS3	NDUFS5	0.999	0.999
NDUFS5	SDHA	0.606	0.606
NDUFA9	NDUFS5	0.999	0.999
NDUFS5	UQCRC2	0.955	0.955
NDUFB10	NDUFS5	0.999	0.999
NDUFS5	SOD1	0.446	0.446
NDUFS5	NDUFS6	0.999	0.999
NDUFB9	NDUFS5	0.999	0.999
NDUFC2	NDUFS5	0.999	0.999
ATP5MC3	NDUFS5	0.53	0.53
COX6A2	NDUFS5	0.944	0.944
ATP5PO	NDUFS5	0.831	0.831
COX7A1	NDUFS5	0.865	0.865
NDUFS4	NDUFS5	0.999	0.999
NDUFB8	NDUFS5	0.999	0.999
NDUFA7	NDUFS5	0.999	0.999
ATP5PD	NDUFS5	0.871	0.871
NDUFS5	UQCRFS1	0.999	0.999
NDUFS5	UQCRH	0.99	0.99
NDUFS5	NDUFS8	0.999	0.999
CYC1	NDUFS5	0.933	0.933
COX5A	NDUFS5	0.95	0.95
COX8A	NDUFS5	0.526	0.526
NDUFS5	NDUFV2	0.999	0.999
NDUFA12	NDUFS5	0.999	0.999
NDUFS5	UQCR10	0.99	0.99
NDUFA4	NDUFS5	0.982	0.982
NDUFS5	NDUFV3	0.999	0.999
ATP5F1C	NDUFS5	0.67	0.67
MT-CO1	NDUFS5	0.879	0.879
MT-CYB	NDUFS5	0.882	0.882
MT-ND6	NDUFS5	0.999	0.999
MT-ND1	NDUFS5	0.999	0.999
MT-ND4L	NDUFS5	0.985	0.985
MT-ND5	NDUFS5	0.999	0.999
MT-CO2	NDUFS5	0.8	0.8
MT-ND4	NDUFS5	0.999	0.999
MT-CO3	NDUFS5	0.869	0.869
MT-ND2	NDUFS5	0.997	0.997
MT-ND3	NDUFS5	0.996	0.996
NDUFS5	SDHC	0.656	0.656
NDUFS2	NDUFS5	0.999	0.999
ATP5PB	NDUFS5	0.642	0.642
COX7A2	NDUFS5	0.796	0.796
NDUFA1	NDUFS5	0.999	0.999
ATP5F1A	NDUFS5	0.411	0.411
COX7B2	NDUFS5	0.428	0.428
NDUFA4L2	NDUFS5	0.466	0.466
COX6B2	NDUFS5	0.467	0.467
ATP5MC2	NDUFS5	0.476	0.476
ATP5MC1	NDUFS5	0.504	0.504
NDUFS5	SDHD	0.549	0.549
NDUFS5	PINK1	0.668	0.668
COX4I2	NDUFS5	0.708	0.708
NDUFS5	UQCRHL	0.752	0.752
ATP5PF	NDUFS5	0.837	0.837
NDUFS5	SDHB	0.846	0.846
COX7B	NDUFS5	0.929	0.929
COX6B1	NDUFS5	0.952	0.952
COX4I1	NDUFS5	0.954	0.954
COX6C	NDUFS5	0.959	0.959
NDUFS5	UQCRB	0.964	0.964
COX7C	NDUFS5	0.98	0.98
NDUFS5	UQCR11	0.986	0.986
NDUFS5	UQCRQ	0.993	0.993
NDUFC1	NDUFS5	0.995	0.995
NDUFB2	NDUFS5	0.995	0.995
COX7A2L	NDUFS5	0.996	0.996
NDUFB1	NDUFS5	0.998	0.998
NDUFAB1	NDUFS5	0.999	0.999
NDUFS1	NDUFS5	0.999	0.999
NDUFB3	NDUFS5	0.999	0.999
NDUFA13	NDUFS5	0.999	0.999
NDUFA5	NDUFS5	0.999	0.999
NDUFA6	NDUFS5	0.999	0.999
NDUFA11	NDUFS5	0.999	0.999
NDUFA3	NDUFS5	0.999	0.999
NDUFS5	NDUFV1	0.999	0.999
NDUFA8	NDUFS5	0.999	0.999
NDUFB6	NDUFS5	0.999	0.999
NDUFB4	NDUFS6	0.999	0.999
NDUFS6	UQCRC1	0.99	0.99
ATP5F1D	NDUFS6	0.915	0.915
NDUFB7	NDUFS6	0.999	0.999
COX6A1	NDUFS6	0.839	0.839
NDUFS6	NDUFS7	0.999	0.999
NDUFS6	TARDBP	0.652	0.652
ATP5F1E	NDUFS6	0.797	0.797
NDUFA2	NDUFS6	0.999	0.999
NDUFA10	NDUFS6	0.999	0.999
COX5B	NDUFS6	0.995	0.995
NDUFB5	NDUFS6	0.999	0.999
ATP5F1B	NDUFS6	0.654	0.654
NDUFS3	NDUFS6	0.999	0.999
NDUFS6	SDHA	0.84	0.84
NDUFA9	NDUFS6	0.999	0.999
NDUFS6	UQCRC2	0.964	0.964
NDUFB10	NDUFS6	0.999	0.999
ATP5F1A	NDUFS6	0.451	0.451
ATP5MC2	NDUFS6	0.463	0.463
COX8A	NDUFS6	0.482	0.482
COX6B2	NDUFS6	0.57	0.57
COX7B2	NDUFS6	0.574	0.574
ATP5PB	NDUFS6	0.599	0.599
CYCS	NDUFS6	0.611	0.611
ATP5MC3	NDUFS6	0.619	0.619
ATP5MC1	NDUFS6	0.631	0.631
NDUFA4L2	NDUFS6	0.668	0.668
NDUFS6	PINK1	0.704	0.704
ATP5PF	NDUFS6	0.719	0.719
COX7A2	NDUFS6	0.724	0.724
COX4I2	NDUFS6	0.754	0.754
ATP5PO	NDUFS6	0.762	0.762
ATP5F1C	NDUFS6	0.771	0.771
MT-CO2	NDUFS6	0.812	0.812
COX7A1	NDUFS6	0.865	0.865
MT-CO3	NDUFS6	0.866	0.866
NDUFS6	SDHC	0.874	0.874
MT-CO1	NDUFS6	0.874	0.874
NDUFS6	SDHB	0.886	0.886
ATP5PD	NDUFS6	0.901	0.901
COX6C	NDUFS6	0.907	0.907
COX7B	NDUFS6	0.918	0.918
NDUFS6	SDHD	0.941	0.941
MT-CYB	NDUFS6	0.947	0.947
COX6B1	NDUFS6	0.954	0.954
COX6A2	NDUFS6	0.96	0.96
NDUFS6	UQCRHL	0.965	0.965
COX4I1	NDUFS6	0.969	0.969
NDUFS6	UQCR11	0.986	0.986
COX5A	NDUFS6	0.987	0.987
NDUFA4	NDUFS6	0.988	0.988
MT-ND6	NDUFS6	0.988	0.988
COX7C	NDUFS6	0.989	0.989
NDUFS6	UQCRH	0.995	0.995
NDUFS6	UQCRB	0.996	0.996
NDUFB2	NDUFS6	0.997	0.997
NDUFS6	UQCRQ	0.997	0.997
NDUFB1	NDUFS6	0.998	0.998
CYC1	NDUFS6	0.998	0.998
MT-ND4L	NDUFS6	0.998	0.998
NDUFA12	NDUFS6	0.999	0.999
MT-ND5	NDUFS6	0.999	0.999
NDUFA5	NDUFS6	0.999	0.999
NDUFB8	NDUFS6	0.999	0.999
NDUFA6	NDUFS6	0.999	0.999
NDUFB3	NDUFS6	0.999	0.999
NDUFS1	NDUFS6	0.999	0.999
NDUFAB1	NDUFS6	0.999	0.999
NDUFS6	NDUFV2	0.999	0.999
NDUFC1	NDUFS6	0.999	0.999
MT-ND4	NDUFS6	0.999	0.999
MT-ND3	NDUFS6	0.999	0.999
NDUFA13	NDUFS6	0.999	0.999
NDUFC2	NDUFS6	0.999	0.999
NDUFA8	NDUFS6	0.999	0.999
NDUFS6	UQCR10	0.999	0.999
NDUFS5	NDUFS6	0.999	0.999
NDUFS2	NDUFS6	0.999	0.999
NDUFS6	NDUFV3	0.999	0.999
NDUFB6	NDUFS6	0.999	0.999
NDUFS6	NDUFS8	0.999	0.999
NDUFA1	NDUFS6	0.999	0.999
NDUFA11	NDUFS6	0.999	0.999
NDUFS4	NDUFS6	0.999	0.999
NDUFA7	NDUFS6	0.999	0.999
NDUFS6	UQCRFS1	0.999	0.999
MT-ND2	NDUFS6	0.999	0.999
MT-ND1	NDUFS6	0.999	0.999
NDUFS6	NDUFV1	0.999	0.999
NDUFA3	NDUFS6	0.999	0.999
NDUFB9	NDUFS6	0.999	0.999
NDUFB4	NDUFS7	0.999	0.999
NDUFS7	UQCRC1	0.997	0.997
ATP5F1D	NDUFS7	0.992	0.992
NDUFB7	NDUFS7	0.999	0.999
COX6A1	NDUFS7	0.759	0.759
COX7A2L	NDUFS7	0.46	0.46
NDUFA4L2	NDUFS7	0.478	0.478
COX7A2	NDUFS7	0.492	0.492
ATP5PF	NDUFS7	0.497	0.497
CYCS	NDUFS7	0.514	0.514
ATP5F1E	NDUFS7	0.527	0.527
COX8A	NDUFS7	0.558	0.558
ATP5MC3	NDUFS7	0.572	0.572
ATP5F1B	NDUFS7	0.603	0.603
ATP5PO	NDUFS7	0.614	0.614
ATP5MC2	NDUFS7	0.623	0.623
NDUFS7	UQCRHL	0.636	0.636
COX6B2	NDUFS7	0.646	0.646
NDUFS7	TARDBP	0.657	0.657
ATP5F1A	NDUFS7	0.68	0.68
NDUFS7	PINK1	0.709	0.709
NDUFS7	SDHD	0.713	0.713
ATP5F1C	NDUFS7	0.722	0.722
ATP5PB	NDUFS7	0.767	0.767
MT-ATP6	NDUFS7	0.785	0.785
COX6C	NDUFS7	0.787	0.787
COX4I2	NDUFS7	0.788	0.788
ATP5MC1	NDUFS7	0.802	0.802
ATP5PD	NDUFS7	0.846	0.846
NDUFS7	SDHC	0.859	0.859
COX7A1	NDUFS7	0.893	0.893
COX7B	NDUFS7	0.905	0.905
MT-CO2	NDUFS7	0.917	0.917
COX7C	NDUFS7	0.922	0.922
COX6B1	NDUFS7	0.936	0.936
COX6A2	NDUFS7	0.941	0.941
MT-CYB	NDUFS7	0.947	0.947
NDUFS7	UQCRH	0.964	0.964
MT-CO3	NDUFS7	0.972	0.972
COX4I1	NDUFS7	0.975	0.975
NDUFS7	SDHB	0.976	0.976
MT-CO1	NDUFS7	0.977	0.977
NDUFS7	UQCRB	0.978	0.978
NDUFS7	UQCRC2	0.98	0.98
NDUFA4	NDUFS7	0.983	0.983
COX5A	NDUFS7	0.984	0.984
NDUFS7	UQCR10	0.987	0.987
COX5B	NDUFS7	0.987	0.987
NDUFS7	SDHA	0.988	0.988
NDUFS7	UQCRQ	0.992	0.992
NDUFS7	UQCRFS1	0.993	0.993
NDUFB2	NDUFS7	0.996	0.996
NDUFS7	UQCR11	0.996	0.996
NDUFB1	NDUFS7	0.996	0.996
NDUFC1	NDUFS7	0.997	0.997
MT-ND4L	NDUFS7	0.997	0.997
MT-ND6	NDUFS7	0.998	0.998
CYC1	NDUFS7	0.998	0.998
NDUFA12	NDUFS7	0.999	0.999
MT-ND5	NDUFS7	0.999	0.999
NDUFA9	NDUFS7	0.999	0.999
NDUFA5	NDUFS7	0.999	0.999
NDUFB8	NDUFS7	0.999	0.999
NDUFA6	NDUFS7	0.999	0.999
NDUFS6	NDUFS7	0.999	0.999
NDUFB3	NDUFS7	0.999	0.999
NDUFAB1	NDUFS7	0.999	0.999
NDUFS1	NDUFS7	0.999	0.999
NDUFS7	NDUFV2	0.999	0.999
MT-ND3	NDUFS7	0.999	0.999
MT-ND4	NDUFS7	0.999	0.999
NDUFC2	NDUFS7	0.999	0.999
NDUFA13	NDUFS7	0.999	0.999
NDUFB5	NDUFS7	0.999	0.999
NDUFA8	NDUFS7	0.999	0.999
NDUFS2	NDUFS7	0.999	0.999
