Gene_Symbol,mRNA_logFC_mean,mRNA_adjPval_max,protein_logFC,protein_adjPval,discordance_score,quadrant
PITPNA,0.013126348,0.932766963,-0.0185,1,-0.031626348,ambiguous
PABPC1L2A,0.019880088,0.935139593,0.355,1,0.33511991199999996,ambiguous
NDUFV1,-0.013222206,0.935233495,0.25,1,0.263222206,ambiguous
PRKAR1B,-0.022573942,0.937257074,-0.598,1,-0.575426058,ambiguous
DDB1,-0.009914125,0.93725967,0.323,1,0.332914125,ambiguous
MYH9,-0.015103449,0.93725967,0.245,1,0.260103449,ambiguous
RAP1GAP2,-0.017761735,0.937455959,0.0316,1,0.049361735000000004,ambiguous
EPHB6,0.021541863,0.938634756,0.327,1,0.305458137,ambiguous
PFKM,-0.014496538,0.939251713,-0.227,1,-0.212503462,ambiguous
ERC2,0.012014898,0.939309433,0.317,1,0.304985102,ambiguous
STX4,-0.013202127,0.940992944,-0.652,1,-0.638797873,ambiguous
ARMC6,-0.011406681,0.941535405,-0.044,1,-0.032593318999999996,ambiguous
NDUFB7,-0.012991327,0.941760016,0.546,1,0.5589913270000001,ambiguous
AGAP2,-0.019719923,0.942609794,0.425,1,0.44471992299999996,ambiguous
SLC1A3,-0.016911074,0.944382354,0.626,1,0.642911074,ambiguous
DIRAS1,0.020664719,0.945046886,-0.601,1,-0.621664719,ambiguous
SYNPO,0.021011355,0.945243591,0.591,1,0.569988645,ambiguous
UBA1,-0.00810101,0.945660274,-1.1,1,-1.09189899,ambiguous
CHMP2A,0.009123261,0.946546909,-0.349,1,-0.35812326099999997,ambiguous
OGT,0.009347213,0.948090287,0.243,1,0.233652787,ambiguous
SYN1,0.0183464,0.948873867,-0.299,1,-0.3173464,ambiguous
SH2D5,0.02224152,0.949649935,-0.362,1,-0.38424152,ambiguous
ARHGDIA,-0.011788489,0.950242286,-0.121,1,-0.109211511,ambiguous
CAMK2G,-0.011830218,0.950458943,0.497,1,0.508830218,ambiguous
PLEKHA5,-0.009847479,0.951029106,0.352,1,0.36184747899999997,ambiguous
DCXR,-0.010465388,0.95243127,0.282,1,0.292465388,ambiguous
PHYHIP,0.017066106,0.953123735,-0.205,1,-0.22206610599999999,ambiguous
NANS,-0.010845807,0.953453049,-1.85,1,-1.8391541930000002,ambiguous
TBC1D9B,-0.008544251,0.953570574,0.315,1,0.323544251,ambiguous
GPD1,-0.03016941,0.954299153,1.16,1,1.19016941,ambiguous
ALDOA,0.010186421,0.954904035,0.258,1,0.247813579,ambiguous
UNC13A,0.017892615,0.954978862,0.659,1,0.641107385,ambiguous
NGEF,-0.017625678,0.955199919,0.771,1,0.788625678,ambiguous
PCYT2,-0.008537537,0.955418468,0.00385,1,0.012387537,ambiguous
DDX5,0.005144625,0.957625303,-1.69,1,-1.695144625,ambiguous
PLCD1,0.01442378,0.957945065,-0.243,1,-0.25742378,ambiguous
DIAPH1,-0.008191676,0.958020135,0.174,1,0.182191676,ambiguous
ANXA6,-0.012665079,0.958411171,0.0276,1,0.040265078999999995,ambiguous
L1CAM,-0.016181103,0.958538764,0.333,1,0.349181103,ambiguous
ACSF2,-0.012035508,0.958861919,0.574,1,0.5860355079999999,ambiguous
PRX,-0.01819604,0.960120454,-0.502,1,-0.48380396,ambiguous
TRIM28,-0.006443023,0.960120454,0.265,1,0.271443023,ambiguous
ANKFY1,-0.005806096,0.960234369,-0.248,1,-0.242193904,ambiguous
FBXO41,0.011811041,0.960635028,-0.0911,1,-0.102911041,ambiguous
CELF2,0.009139472,0.960635028,0.102,1,0.092860528,ambiguous
CAMK1D,-0.011682896,0.961025482,-0.0351,1,-0.023417104,ambiguous
ATP2B3,0.013058392,0.962804603,0.334,1,0.32094160800000004,ambiguous
TGFBRAP1,0.004110196,0.963017335,-0.563,1,-0.5671101959999999,ambiguous
SLC25A6,-0.00692526,0.963409789,0.143,1,0.14992525999999998,ambiguous
CKAP4,0.006207343,0.963609141,-0.363,1,-0.36920734299999997,ambiguous
CTBP1,-0.00581796,0.963693633,0.273,1,0.27881796000000003,ambiguous
EFHD2,0.010417806,0.964346131,0.293,1,0.282582194,ambiguous
DLST,-0.003301691,0.964369939,-0.272,1,-0.268698309,ambiguous
SLC25A11,-0.006885631,0.965147108,0.546,1,0.552885631,ambiguous
VPS11,-0.004939647,0.96662783,-0.182,1,-0.177060353,ambiguous
G6PD,0.006216372,0.967746773,-0.462,1,-0.46821637200000005,ambiguous
HTT,-0.004959205,0.969559755,-0.194,1,-0.189040795,ambiguous
NDUFA12,-0.007562005,0.969605056,0.424,1,0.43156200499999997,ambiguous
SV2A,0.009367267,0.971339227,0.201,1,0.191632733,ambiguous
ATP6V0C,-0.007118461,0.971847342,-1.03,1,-1.0228815390000001,ambiguous
CHD4,-0.004368669,0.972050195,0.334,1,0.338368669,ambiguous
MAST3,0.007225209,0.973946734,-0.353,1,-0.360225209,ambiguous
OTUB1,-0.006302259,0.973946734,-0.27,1,-0.26369774100000004,ambiguous
ARF5,0.006318412,0.974388683,-0.455,1,-0.461318412,ambiguous
PSPC1,-0.002483751,0.97544677,0.183,1,0.185483751,ambiguous
STXBP1,0.008226491,0.976714052,-0.109,1,-0.117226491,ambiguous
EPN1,0.00530694,0.977200737,-0.358,1,-0.36330693999999997,ambiguous
FHL1,-0.003867793,0.977385773,-0.149,1,-0.14513220699999999,ambiguous
NDUFS2,0.003598751,0.979688249,0.162,1,0.158401249,ambiguous
MAGI2,0.002172316,0.980138484,0.0233,1,0.021127684,ambiguous
NDUFB8,-0.003779495,0.980926963,0.176,1,0.17977949499999998,ambiguous
CTPS1,0.003280225,0.980936862,-0.118,1,-0.12128022499999999,ambiguous
CPT2,0.005563716,0.981681551,-0.344,1,-0.34956371599999997,ambiguous
SLC25A5,-0.004793082,0.981768182,0.268,1,0.272793082,ambiguous
ASTN1,0.004056469,0.981990683,0.489,1,0.484943531,ambiguous
PRELP,-0.009083866,0.982073276,-0.418,1,-0.408916134,ambiguous
SDSL,-0.007525441,0.982531395,0.0652,1,0.07272544099999999,ambiguous
PDXK,0.00368479,0.982830728,-0.154,1,-0.15768479,ambiguous
SLC25A25,-0.004727844,0.983108178,0.513,1,0.517727844,ambiguous
FYN,-0.002978725,0.983178347,-0.16,1,-0.15702127500000002,ambiguous
EVI5L,0.003890226,0.983477622,0.904,1,0.900109774,ambiguous
COX6C,0.005339847,0.984563279,-0.273,1,-0.27833984700000003,ambiguous
BCAS3,0.001721481,0.984706457,0.198,1,0.196278519,ambiguous
SSBP1,-0.002322811,0.985456666,-0.0176,1,-0.015277189,ambiguous
FLOT2,-0.002815567,0.986579909,-0.903,1,-0.9001844330000001,ambiguous
NCDN,-0.004431075,0.987173167,-0.425,1,-0.420568925,ambiguous
TMOD1,0.004158725,0.987173167,0.556,1,0.551841275,ambiguous
DNAJA3,0.001815246,0.987373516,-0.483,1,-0.484815246,ambiguous
NFS1,-0.00174834,0.987542165,0.519,1,0.52074834,ambiguous
NDUFA13,0.003336106,0.987551388,0.0929,1,0.08956389399999999,ambiguous
NDUFB1,0.004438335,0.988361532,0.182,1,0.177561665,ambiguous
SLC25A12,-0.003535485,0.98928839,0.45,1,0.453535485,ambiguous
RIC8A,-0.001813485,0.98928839,-0.335,1,-0.333186515,ambiguous
CADM3,-0.003842289,0.989462743,1.27,1,1.273842289,ambiguous
EIF3B,0.001119896,0.989883149,-0.893,1,-0.894119896,ambiguous
TUBB,-0.002395472,0.991165805,-0.277,1,-0.274604528,ambiguous
SGTA,-0.001709991,0.991251946,-0.912,1,-0.910290009,ambiguous
CLTB,0.001549233,0.992999437,0.104,1,0.102450767,ambiguous
VPS25,-0.001285711,0.993011578,-1.06,1,-1.058714289,ambiguous
RBP1,-0.002415339,0.993446565,-0.183,1,-0.180584661,ambiguous
MVP,0.003107631,0.993671633,-0.541,1,-0.544107631,ambiguous
SLC25A22,-0.002014598,0.993897365,-0.739,1,-0.736985402,ambiguous
MAP6,0.000918037,0.994503658,0.298,1,0.297081963,ambiguous
SPHK2,0.000939106,0.995774797,-0.083,1,-0.083939106,ambiguous
PALM,-0.000998712,0.995930162,0.0853,1,0.086298712,ambiguous
STX1B,0.001306597,0.99618737,0.274,1,0.272693403,ambiguous
VPS51,0.000606249,0.996330096,-0.383,1,-0.383606249,ambiguous
ILK,0.000386678,0.996903998,0.156,1,0.155613322,ambiguous
PRKAA1,-0.000314043,0.998048263,-0.604,1,-0.6036859569999999,ambiguous
INA,0.000558728,0.998274741,0.301,1,0.300441272,ambiguous
PRKAG1,0.000269198,0.998314939,0.118,1,0.117730802,ambiguous
CLASP1,9.83e-05,0.99891226,0.0333,1,0.0332017,ambiguous
MCCC1,-5.67e-05,0.999196182,-0.12,1,-0.11994329999999999,ambiguous
MTMR1,4.42e-05,0.999506378,-0.287,1,-0.28704419999999997,ambiguous
CHCHD6,-6.65e-05,0.999648675,0.612,1,0.6120665,ambiguous
