#category	term ID	term description	observed gene count	background gene count	strength	signal	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
TISSUES	BTO:0000282	Head	53	6642	0.2	0.36	0.0031	9606.ENSP00000011473,9606.ENSP00000173229,9606.ENSP00000222573,9606.ENSP00000226218,9606.ENSP00000236959,9606.ENSP00000248594,9606.ENSP00000257860,9606.ENSP00000260665,9606.ENSP00000263578,9606.ENSP00000264637,9606.ENSP00000266022,9606.ENSP00000266254,9606.ENSP00000298159,9606.ENSP00000310623,9606.ENSP00000314649,9606.ENSP00000317780,9606.ENSP00000322706,9606.ENSP00000327323,9606.ENSP00000340019,9606.ENSP00000349577,9606.ENSP00000349748,9606.ENSP00000351646,9606.ENSP00000357055,9606.ENSP00000360141,9606.ENSP00000365402,9606.ENSP00000365462,9606.ENSP00000367851,9606.ENSP00000370635,9606.ENSP00000371152,9606.ENSP00000373477,9606.ENSP00000377195,9606.ENSP00000378131,9606.ENSP00000378786,9606.ENSP00000379212,9606.ENSP00000379845,9606.ENSP00000379975,9606.ENSP00000380958,9606.ENSP00000381340,9606.ENSP00000381581,9606.ENSP00000385035,9606.ENSP00000385451,9606.ENSP00000385757,9606.ENSP00000392147,9606.ENSP00000408526,9606.ENSP00000417864,9606.ENSP00000420588,9606.ENSP00000424846,9606.ENSP00000436126,9606.ENSP00000446955,9606.ENSP00000450540,9606.ENSP00000480132,9606.ENSP00000482841,9606.ENSP00000491537	SYPL1,NTN1,ITGB8,VTN,ATIC,PTPN12,PRPH,LRPPRC,FOXRED1,THRA,RBM6,TTLL1,CFL2,ISCU,ALDH5A1,COX5A,HMGCS1,THNSL2,HSPD1,PRODH,SFPQ,STIP1,PEA15,GNAS,HLA-C,PCCA,CYBB,SLC39A14,ASAH1,GPX3,DBN1,CFI,HLA-DRA,PODN,ABAT,ILK,MBP,GGT5,LCP1,C1S,MDK,BLVRA,PPP6C,IMPA1,ANP32A,TFAM,SH3BP2,SAA2,MYL6,SERPINA3,NCAM1,CRABP2,FDFT1
TISSUES	BTO:0000580	Blood cancer cell	18	1234	0.46	0.47	0.0032	9606.ENSP00000046794,9606.ENSP00000260665,9606.ENSP00000264832,9606.ENSP00000268182,9606.ENSP00000298159,9606.ENSP00000300648,9606.ENSP00000310623,9606.ENSP00000322706,9606.ENSP00000340019,9606.ENSP00000349748,9606.ENSP00000351646,9606.ENSP00000380948,9606.ENSP00000380958,9606.ENSP00000411355,9606.ENSP00000417864,9606.ENSP00000432768,9606.ENSP00000446955,9606.ENSP00000452786	LCP2,LRPPRC,ICAM1,IQGAP1,CFL2,GCN1,ISCU,HMGCS1,HSPD1,SFPQ,STIP1,ITGB2,MBP,PTPRC,ANP32A,CKAP5,MYL6,ITGB3
TISSUES	BTO:0000058	Alimentary canal	24	2021	0.37	0.42	0.0038	9606.ENSP00000236959,9606.ENSP00000245907,9606.ENSP00000248594,9606.ENSP00000260665,9606.ENSP00000300060,9606.ENSP00000311469,9606.ENSP00000340019,9606.ENSP00000351646,9606.ENSP00000357055,9606.ENSP00000360141,9606.ENSP00000364114,9606.ENSP00000365402,9606.ENSP00000370635,9606.ENSP00000371152,9606.ENSP00000373477,9606.ENSP00000378786,9606.ENSP00000379975,9606.ENSP00000381340,9606.ENSP00000385035,9606.ENSP00000392147,9606.ENSP00000416561,9606.ENSP00000446955,9606.ENSP00000482841,9606.ENSP00000491537	ATIC,C3,PTPN12,LRPPRC,ANPEP,GSTM1,HSPD1,STIP1,PEA15,GNAS,HLA-DRB5,HLA-C,SLC39A14,ASAH1,GPX3,HLA-DRA,ILK,GGT5,C1S,PPP6C,CFB,MYL6,CRABP2,FDFT1
TISSUES	BTO:0000227	Central nervous system	48	5825	0.21	0.35	0.0042	9606.ENSP00000011473,9606.ENSP00000173229,9606.ENSP00000222573,9606.ENSP00000226218,9606.ENSP00000236959,9606.ENSP00000257860,9606.ENSP00000260665,9606.ENSP00000263578,9606.ENSP00000264613,9606.ENSP00000264637,9606.ENSP00000266022,9606.ENSP00000266254,9606.ENSP00000298159,9606.ENSP00000310623,9606.ENSP00000314649,9606.ENSP00000317780,9606.ENSP00000322706,9606.ENSP00000340019,9606.ENSP00000349577,9606.ENSP00000349748,9606.ENSP00000351646,9606.ENSP00000357055,9606.ENSP00000359497,9606.ENSP00000360141,9606.ENSP00000365402,9606.ENSP00000367851,9606.ENSP00000370635,9606.ENSP00000371152,9606.ENSP00000373477,9606.ENSP00000377195,9606.ENSP00000378131,9606.ENSP00000379845,9606.ENSP00000379975,9606.ENSP00000380958,9606.ENSP00000381340,9606.ENSP00000381581,9606.ENSP00000385035,9606.ENSP00000385451,9606.ENSP00000385757,9606.ENSP00000392147,9606.ENSP00000408526,9606.ENSP00000417864,9606.ENSP00000424846,9606.ENSP00000436126,9606.ENSP00000446955,9606.ENSP00000450540,9606.ENSP00000480132,9606.ENSP00000491537	SYPL1,NTN1,ITGB8,VTN,ATIC,PRPH,LRPPRC,FOXRED1,CP,THRA,RBM6,TTLL1,CFL2,ISCU,ALDH5A1,COX5A,HMGCS1,HSPD1,PRODH,SFPQ,STIP1,PEA15,GBP2,GNAS,HLA-C,CYBB,SLC39A14,ASAH1,GPX3,DBN1,CFI,ABAT,ILK,MBP,GGT5,LCP1,C1S,MDK,BLVRA,PPP6C,IMPA1,ANP32A,SH3BP2,SAA2,MYL6,SERPINA3,NCAM1,FDFT1
TISSUES	BTO:0000081	Reproductive system	51	6444	0.2	0.34	0.0058	9606.ENSP00000011473,9606.ENSP00000173229,9606.ENSP00000222573,9606.ENSP00000226218,9606.ENSP00000236959,9606.ENSP00000245907,9606.ENSP00000248594,9606.ENSP00000260665,9606.ENSP00000263578,9606.ENSP00000264637,9606.ENSP00000266022,9606.ENSP00000268182,9606.ENSP00000298159,9606.ENSP00000300648,9606.ENSP00000310036,9606.ENSP00000311469,9606.ENSP00000322706,9606.ENSP00000339157,9606.ENSP00000340019,9606.ENSP00000345107,9606.ENSP00000351646,9606.ENSP00000357055,9606.ENSP00000359497,9606.ENSP00000360141,9606.ENSP00000365402,9606.ENSP00000365462,9606.ENSP00000371152,9606.ENSP00000373477,9606.ENSP00000377195,9606.ENSP00000378786,9606.ENSP00000379038,9606.ENSP00000379212,9606.ENSP00000379975,9606.ENSP00000381340,9606.ENSP00000381581,9606.ENSP00000381601,9606.ENSP00000385035,9606.ENSP00000385451,9606.ENSP00000385757,9606.ENSP00000392147,9606.ENSP00000411355,9606.ENSP00000424846,9606.ENSP00000432768,9606.ENSP00000446955,9606.ENSP00000450540,9606.ENSP00000452786,9606.ENSP00000473980,9606.ENSP00000480132,9606.ENSP00000482841,9606.ENSP00000491537,9606.ENSP00000498358	SYPL1,NTN1,ITGB8,VTN,ATIC,C3,PTPN12,LRPPRC,FOXRED1,THRA,RBM6,IQGAP1,CFL2,GCN1,CD34,GSTM1,HMGCS1,CPM,HSPD1,C2orf88,STIP1,PEA15,GBP2,GNAS,HLA-C,PCCA,ASAH1,GPX3,DBN1,HLA-DRA,TYMP,PODN,ILK,GGT5,LCP1,MX1,C1S,MDK,BLVRA,PPP6C,PTPRC,SH3BP2,CKAP5,MYL6,SERPINA3,ITGB3,MRPL37,NCAM1,CRABP2,FDFT1,FECH
TISSUES	BTO:0001690	B-cell lymphoma cell	6	139	0.93	0.57	0.0058	9606.ENSP00000260665,9606.ENSP00000300648,9606.ENSP00000340019,9606.ENSP00000351646,9606.ENSP00000417864,9606.ENSP00000446955	LRPPRC,GCN1,HSPD1,STIP1,ANP32A,MYL6
TISSUES	BTO:0001485	Muscular system	17	1220	0.44	0.41	0.0079	9606.ENSP00000260665,9606.ENSP00000264637,9606.ENSP00000298159,9606.ENSP00000300648,9606.ENSP00000349748,9606.ENSP00000360141,9606.ENSP00000372155,9606.ENSP00000373477,9606.ENSP00000377195,9606.ENSP00000380948,9606.ENSP00000385757,9606.ENSP00000411355,9606.ENSP00000417864,9606.ENSP00000452786,9606.ENSP00000473980,9606.ENSP00000480132,9606.ENSP00000491537	LRPPRC,THRA,CFL2,GCN1,SFPQ,GNAS,PSME1,GPX3,DBN1,ITGB2,BLVRA,PTPRC,ANP32A,ITGB3,MRPL37,NCAM1,FDFT1
TISSUES	BTO:0000142	Brain	46	5733	0.2	0.31	0.0121	9606.ENSP00000011473,9606.ENSP00000173229,9606.ENSP00000222573,9606.ENSP00000226218,9606.ENSP00000236959,9606.ENSP00000257860,9606.ENSP00000260665,9606.ENSP00000263578,9606.ENSP00000264637,9606.ENSP00000266022,9606.ENSP00000266254,9606.ENSP00000298159,9606.ENSP00000310623,9606.ENSP00000314649,9606.ENSP00000317780,9606.ENSP00000322706,9606.ENSP00000340019,9606.ENSP00000349577,9606.ENSP00000349748,9606.ENSP00000351646,9606.ENSP00000357055,9606.ENSP00000360141,9606.ENSP00000365402,9606.ENSP00000367851,9606.ENSP00000370635,9606.ENSP00000371152,9606.ENSP00000373477,9606.ENSP00000377195,9606.ENSP00000378131,9606.ENSP00000379845,9606.ENSP00000379975,9606.ENSP00000380958,9606.ENSP00000381340,9606.ENSP00000381581,9606.ENSP00000385035,9606.ENSP00000385451,9606.ENSP00000385757,9606.ENSP00000392147,9606.ENSP00000408526,9606.ENSP00000417864,9606.ENSP00000424846,9606.ENSP00000436126,9606.ENSP00000446955,9606.ENSP00000450540,9606.ENSP00000480132,9606.ENSP00000491537	SYPL1,NTN1,ITGB8,VTN,ATIC,PRPH,LRPPRC,FOXRED1,THRA,RBM6,TTLL1,CFL2,ISCU,ALDH5A1,COX5A,HMGCS1,HSPD1,PRODH,SFPQ,STIP1,PEA15,GNAS,HLA-C,CYBB,SLC39A14,ASAH1,GPX3,DBN1,CFI,ABAT,ILK,MBP,GGT5,LCP1,C1S,MDK,BLVRA,PPP6C,IMPA1,ANP32A,SH3BP2,SAA2,MYL6,SERPINA3,NCAM1,FDFT1
TISSUES	BTO:0000083	Female reproductive system	48	6111	0.19	0.31	0.0129	9606.ENSP00000011473,9606.ENSP00000222573,9606.ENSP00000226218,9606.ENSP00000236959,9606.ENSP00000245907,9606.ENSP00000248594,9606.ENSP00000260665,9606.ENSP00000263578,9606.ENSP00000264637,9606.ENSP00000266022,9606.ENSP00000268182,9606.ENSP00000298159,9606.ENSP00000300648,9606.ENSP00000310036,9606.ENSP00000311469,9606.ENSP00000322706,9606.ENSP00000339157,9606.ENSP00000340019,9606.ENSP00000345107,9606.ENSP00000351646,9606.ENSP00000357055,9606.ENSP00000360141,9606.ENSP00000365402,9606.ENSP00000365462,9606.ENSP00000371152,9606.ENSP00000373477,9606.ENSP00000377195,9606.ENSP00000378786,9606.ENSP00000379038,9606.ENSP00000379212,9606.ENSP00000379975,9606.ENSP00000381340,9606.ENSP00000381581,9606.ENSP00000381601,9606.ENSP00000385035,9606.ENSP00000385451,9606.ENSP00000385757,9606.ENSP00000392147,9606.ENSP00000411355,9606.ENSP00000432768,9606.ENSP00000446955,9606.ENSP00000450540,9606.ENSP00000452786,9606.ENSP00000473980,9606.ENSP00000480132,9606.ENSP00000482841,9606.ENSP00000491537,9606.ENSP00000498358	SYPL1,ITGB8,VTN,ATIC,C3,PTPN12,LRPPRC,FOXRED1,THRA,RBM6,IQGAP1,CFL2,GCN1,CD34,GSTM1,HMGCS1,CPM,HSPD1,C2orf88,STIP1,PEA15,GNAS,HLA-C,PCCA,ASAH1,GPX3,DBN1,HLA-DRA,TYMP,PODN,ILK,GGT5,LCP1,MX1,C1S,MDK,BLVRA,PPP6C,PTPRC,CKAP5,MYL6,SERPINA3,ITGB3,MRPL37,NCAM1,CRABP2,FDFT1,FECH
TISSUES	BTO:0000671	Kidney	15	1039	0.46	0.39	0.0130	9606.ENSP00000264637,9606.ENSP00000264832,9606.ENSP00000330737,9606.ENSP00000340019,9606.ENSP00000348128,9606.ENSP00000349577,9606.ENSP00000359151,9606.ENSP00000360141,9606.ENSP00000363017,9606.ENSP00000365462,9606.ENSP00000373477,9606.ENSP00000380958,9606.ENSP00000385451,9606.ENSP00000417864,9606.ENSP00000480132	THRA,ICAM1,NDUFA12,HSPD1,SVIL,PRODH,DBT,GNAS,RPA2,PCCA,GPX3,MBP,MDK,ANP32A,NCAM1
TISSUES	BTO:0003099	Internal female genital organ	28	2804	0.3	0.34	0.0130	9606.ENSP00000236959,9606.ENSP00000245907,9606.ENSP00000260665,9606.ENSP00000268182,9606.ENSP00000298159,9606.ENSP00000300648,9606.ENSP00000310036,9606.ENSP00000322706,9606.ENSP00000339157,9606.ENSP00000340019,9606.ENSP00000360141,9606.ENSP00000365402,9606.ENSP00000365462,9606.ENSP00000373477,9606.ENSP00000378786,9606.ENSP00000379038,9606.ENSP00000379975,9606.ENSP00000381581,9606.ENSP00000381601,9606.ENSP00000385035,9606.ENSP00000385451,9606.ENSP00000411355,9606.ENSP00000432768,9606.ENSP00000446955,9606.ENSP00000452786,9606.ENSP00000480132,9606.ENSP00000482841,9606.ENSP00000491537	ATIC,C3,LRPPRC,IQGAP1,CFL2,GCN1,CD34,HMGCS1,CPM,HSPD1,GNAS,HLA-C,PCCA,GPX3,HLA-DRA,TYMP,ILK,LCP1,MX1,C1S,MDK,PTPRC,CKAP5,MYL6,ITGB3,NCAM1,CRABP2,FDFT1
TISSUES	BTO:0002312	Mature cell	2	3	2.12	0.56	0.0135	9606.ENSP00000310036,9606.ENSP00000411355	CD34,PTPRC
TISSUES	BTO:0000088	Cardiovascular system	15	1057	0.45	0.38	0.0148	9606.ENSP00000245907,9606.ENSP00000260665,9606.ENSP00000264828,9606.ENSP00000264832,9606.ENSP00000310036,9606.ENSP00000310623,9606.ENSP00000311469,9606.ENSP00000317780,9606.ENSP00000340019,9606.ENSP00000350314,9606.ENSP00000357055,9606.ENSP00000373477,9606.ENSP00000376184,9606.ENSP00000478303,9606.ENSP00000491537	C3,LRPPRC,COL5A3,ICAM1,CD34,ISCU,GSTM1,COX5A,HSPD1,BCO2,PEA15,GPX3,BDH1,POLR2E,FDFT1
TISSUES	BTO:0000449	Fetus	17	1318	0.41	0.36	0.0164	9606.ENSP00000236959,9606.ENSP00000260665,9606.ENSP00000268182,9606.ENSP00000298159,9606.ENSP00000310036,9606.ENSP00000322706,9606.ENSP00000339157,9606.ENSP00000360141,9606.ENSP00000365402,9606.ENSP00000373477,9606.ENSP00000379038,9606.ENSP00000379975,9606.ENSP00000381581,9606.ENSP00000411355,9606.ENSP00000446955,9606.ENSP00000452786,9606.ENSP00000482841	ATIC,LRPPRC,IQGAP1,CFL2,CD34,HMGCS1,CPM,GNAS,HLA-C,GPX3,TYMP,ILK,LCP1,PTPRC,MYL6,ITGB3,CRABP2
TISSUES	BTO:0000667	Keratinocyte	5	113	0.94	0.47	0.0164	9606.ENSP00000236959,9606.ENSP00000351646,9606.ENSP00000359497,9606.ENSP00000372155,9606.ENSP00000452786	ATIC,STIP1,GBP2,PSME1,ITGB3
TISSUES	BTO:0000887	Muscle	15	1070	0.45	0.37	0.0164	9606.ENSP00000260665,9606.ENSP00000264637,9606.ENSP00000298159,9606.ENSP00000300648,9606.ENSP00000349748,9606.ENSP00000360141,9606.ENSP00000372155,9606.ENSP00000373477,9606.ENSP00000377195,9606.ENSP00000380948,9606.ENSP00000385757,9606.ENSP00000452786,9606.ENSP00000473980,9606.ENSP00000480132,9606.ENSP00000491537	LRPPRC,THRA,CFL2,GCN1,SFPQ,GNAS,PSME1,GPX3,DBN1,ITGB2,BLVRA,ITGB3,MRPL37,NCAM1,FDFT1
TISSUES	BTO:0000187	Myeloblast	2	4	2.0	0.52	0.0181	9606.ENSP00000300060,9606.ENSP00000310036	ANPEP,CD34
TISSUES	BTO:0000648	Intestine	17	1349	0.4	0.35	0.0198	9606.ENSP00000245907,9606.ENSP00000248594,9606.ENSP00000300060,9606.ENSP00000311469,9606.ENSP00000340019,9606.ENSP00000360141,9606.ENSP00000365402,9606.ENSP00000370635,9606.ENSP00000373477,9606.ENSP00000378786,9606.ENSP00000379975,9606.ENSP00000381340,9606.ENSP00000385035,9606.ENSP00000392147,9606.ENSP00000416561,9606.ENSP00000446955,9606.ENSP00000482841	C3,PTPN12,ANPEP,GSTM1,HSPD1,GNAS,HLA-C,SLC39A14,GPX3,HLA-DRA,ILK,GGT5,C1S,PPP6C,CFB,MYL6,CRABP2
TISSUES	BTO:0000255	Brain cell line	6	188	0.8	0.43	0.0201	9606.ENSP00000340019,9606.ENSP00000349748,9606.ENSP00000351646,9606.ENSP00000357055,9606.ENSP00000377195,9606.ENSP00000482841	HSPD1,SFPQ,STIP1,PEA15,DBN1,CRABP2
TISSUES	BTO:0003952	Mesenchymal stromal cell	2	5	1.9	0.48	0.0234	9606.ENSP00000310036,9606.ENSP00000411355	CD34,PTPRC
TISSUES	BTO:0000829	Marrow	2	6	1.82	0.45	0.0305	9606.ENSP00000310036,9606.ENSP00000411355	CD34,PTPRC
TISSUES	BTO:0003080	Pleural fluid	2	6	1.82	0.45	0.0305	9606.ENSP00000310036,9606.ENSP00000480132	CD34,NCAM1
TISSUES	BTO:0003494	Peripheral blood cell	2	7	1.75	0.42	0.0371	9606.ENSP00000310036,9606.ENSP00000411355	CD34,PTPRC
COMPARTMENTS	GOCC:0005576	Extracellular region	37	2079	0.55	0.94	5.44e-09	9606.ENSP00000173229,9606.ENSP00000222573,9606.ENSP00000226218,9606.ENSP00000245907,9606.ENSP00000249330,9606.ENSP00000264613,9606.ENSP00000264828,9606.ENSP00000264832,9606.ENSP00000266041,9606.ENSP00000298159,9606.ENSP00000300060,9606.ENSP00000310036,9606.ENSP00000311469,9606.ENSP00000327323,9606.ENSP00000339157,9606.ENSP00000340019,9606.ENSP00000349577,9606.ENSP00000352071,9606.ENSP00000363868,9606.ENSP00000364114,9606.ENSP00000365402,9606.ENSP00000371152,9606.ENSP00000373477,9606.ENSP00000378131,9606.ENSP00000378786,9606.ENSP00000379212,9606.ENSP00000380948,9606.ENSP00000385035,9606.ENSP00000385451,9606.ENSP00000407685,9606.ENSP00000411355,9606.ENSP00000416561,9606.ENSP00000436126,9606.ENSP00000450540,9606.ENSP00000452786,9606.ENSP00000480132,9606.ENSP00000497382	NTN1,ITGB8,VTN,C3,VGF,CP,COL5A3,ICAM1,ITIH4,CFL2,ANPEP,CD34,GSTM1,THNSL2,CPM,HSPD1,PRODH,CD163,ABCA1,HLA-DRB5,HLA-C,ASAH1,GPX3,CFI,HLA-DRA,PODN,ITGB2,C1S,MDK,TNXB,PTPRC,CFB,SAA2,SERPINA3,ITGB3,NCAM1,CD53
COMPARTMENTS	GOCC:0005737	Cytoplasm	73	8195	0.25	0.55	1.00e-07	9606.ENSP00000046794,9606.ENSP00000173229,9606.ENSP00000236959,9606.ENSP00000245907,9606.ENSP00000248594,9606.ENSP00000249330,9606.ENSP00000260665,9606.ENSP00000263578,9606.ENSP00000264613,9606.ENSP00000264637,9606.ENSP00000264828,9606.ENSP00000266041,9606.ENSP00000268182,9606.ENSP00000296220,9606.ENSP00000298159,9606.ENSP00000300060,9606.ENSP00000300648,9606.ENSP00000310036,9606.ENSP00000310623,9606.ENSP00000311469,9606.ENSP00000314649,9606.ENSP00000317780,9606.ENSP00000322706,9606.ENSP00000330737,9606.ENSP00000340019,9606.ENSP00000348128,9606.ENSP00000349577,9606.ENSP00000350314,9606.ENSP00000351646,9606.ENSP00000352071,9606.ENSP00000357055,9606.ENSP00000359151,9606.ENSP00000359258,9606.ENSP00000359497,9606.ENSP00000360141,9606.ENSP00000363868,9606.ENSP00000364114,9606.ENSP00000365402,9606.ENSP00000365462,9606.ENSP00000367851,9606.ENSP00000369739,9606.ENSP00000370635,9606.ENSP00000371152,9606.ENSP00000372155,9606.ENSP00000373477,9606.ENSP00000376184,9606.ENSP00000377195,9606.ENSP00000377486,9606.ENSP00000378786,9606.ENSP00000379212,9606.ENSP00000379845,9606.ENSP00000379975,9606.ENSP00000380948,9606.ENSP00000380958,9606.ENSP00000381581,9606.ENSP00000381601,9606.ENSP00000385757,9606.ENSP00000392147,9606.ENSP00000408526,9606.ENSP00000410242,9606.ENSP00000411355,9606.ENSP00000417864,9606.ENSP00000420588,9606.ENSP00000432768,9606.ENSP00000446955,9606.ENSP00000450540,9606.ENSP00000452786,9606.ENSP00000473980,9606.ENSP00000480132,9606.ENSP00000482841,9606.ENSP00000491537,9606.ENSP00000497382,9606.ENSP00000498358	LCP2,NTN1,ATIC,C3,PTPN12,VGF,LRPPRC,FOXRED1,CP,THRA,COL5A3,ITIH4,IQGAP1,OSBPL11,CFL2,ANPEP,GCN1,CD34,ISCU,GSTM1,ALDH5A1,COX5A,HMGCS1,NDUFA12,HSPD1,SVIL,PRODH,BCO2,STIP1,CD163,PEA15,DBT,GCLM,GBP2,GNAS,ABCA1,HLA-DRB5,HLA-C,PCCA,CYBB,BPHL,SLC39A14,ASAH1,PSME1,GPX3,BDH1,DBN1,MRPL19,HLA-DRA,PODN,ABAT,ILK,ITGB2,MBP,LCP1,MX1,BLVRA,PPP6C,IMPA1,IGF2BP2,PTPRC,ANP32A,TFAM,CKAP5,MYL6,SERPINA3,ITGB3,MRPL37,NCAM1,CRABP2,FDFT1,CD53,FECH
COMPARTMENTS	GOCC:1903561	Extracellular vesicle	18	500	0.86	1.24	1.00e-07	9606.ENSP00000222573,9606.ENSP00000226218,9606.ENSP00000245907,9606.ENSP00000264613,9606.ENSP00000264832,9606.ENSP00000266041,9606.ENSP00000298159,9606.ENSP00000300060,9606.ENSP00000340019,9606.ENSP00000365402,9606.ENSP00000371152,9606.ENSP00000373477,9606.ENSP00000380948,9606.ENSP00000411355,9606.ENSP00000436126,9606.ENSP00000450540,9606.ENSP00000452786,9606.ENSP00000497382	ITGB8,VTN,C3,CP,ICAM1,ITIH4,CFL2,ANPEP,HSPD1,HLA-C,ASAH1,GPX3,ITGB2,PTPRC,SAA2,SERPINA3,ITGB3,CD53
COMPARTMENTS	GOCC:0065010	Extracellular membrane-bounded organelle	17	473	0.85	1.23	1.46e-07	9606.ENSP00000226218,9606.ENSP00000245907,9606.ENSP00000264613,9606.ENSP00000264832,9606.ENSP00000266041,9606.ENSP00000298159,9606.ENSP00000300060,9606.ENSP00000340019,9606.ENSP00000365402,9606.ENSP00000371152,9606.ENSP00000373477,9606.ENSP00000380948,9606.ENSP00000411355,9606.ENSP00000436126,9606.ENSP00000450540,9606.ENSP00000452786,9606.ENSP00000497382	VTN,C3,CP,ICAM1,ITIH4,CFL2,ANPEP,HSPD1,HLA-C,ASAH1,GPX3,ITGB2,PTPRC,SAA2,SERPINA3,ITGB3,CD53
COMPARTMENTS	GOCC:0070062	Extracellular exosome	16	428	0.87	1.22	2.47e-07	9606.ENSP00000222573,9606.ENSP00000226218,9606.ENSP00000245907,9606.ENSP00000264613,9606.ENSP00000264832,9606.ENSP00000266041,9606.ENSP00000298159,9606.ENSP00000300060,9606.ENSP00000340019,9606.ENSP00000365402,9606.ENSP00000371152,9606.ENSP00000373477,9606.ENSP00000380948,9606.ENSP00000411355,9606.ENSP00000452786,9606.ENSP00000497382	ITGB8,VTN,C3,CP,ICAM1,ITIH4,CFL2,ANPEP,HSPD1,HLA-C,ASAH1,GPX3,ITGB2,PTPRC,ITGB3,CD53
COMPARTMENTS	GOCC:0005615	Extracellular space	23	1027	0.65	0.95	4.81e-07	9606.ENSP00000222573,9606.ENSP00000226218,9606.ENSP00000245907,9606.ENSP00000249330,9606.ENSP00000264613,9606.ENSP00000264832,9606.ENSP00000266041,9606.ENSP00000298159,9606.ENSP00000300060,9606.ENSP00000340019,9606.ENSP00000363868,9606.ENSP00000365402,9606.ENSP00000371152,9606.ENSP00000373477,9606.ENSP00000379212,9606.ENSP00000380948,9606.ENSP00000385035,9606.ENSP00000411355,9606.ENSP00000416561,9606.ENSP00000436126,9606.ENSP00000450540,9606.ENSP00000452786,9606.ENSP00000497382	ITGB8,VTN,C3,VGF,CP,ICAM1,ITIH4,CFL2,ANPEP,HSPD1,ABCA1,HLA-C,ASAH1,GPX3,PODN,ITGB2,C1S,PTPRC,CFB,SAA2,SERPINA3,ITGB3,CD53
COMPARTMENTS	GOCC:0110165	Cellular anatomical entity	93	14060	0.12	0.41	5.35e-06	9606.ENSP00000011473,9606.ENSP00000046794,9606.ENSP00000173229,9606.ENSP00000222573,9606.ENSP00000226218,9606.ENSP00000236959,9606.ENSP00000245907,9606.ENSP00000248594,9606.ENSP00000249330,9606.ENSP00000257860,9606.ENSP00000260665,9606.ENSP00000263578,9606.ENSP00000264613,9606.ENSP00000264637,9606.ENSP00000264828,9606.ENSP00000264832,9606.ENSP00000266022,9606.ENSP00000266041,9606.ENSP00000268182,9606.ENSP00000296220,9606.ENSP00000298159,9606.ENSP00000300060,9606.ENSP00000300648,9606.ENSP00000310036,9606.ENSP00000310623,9606.ENSP00000311469,9606.ENSP00000314649,9606.ENSP00000317780,9606.ENSP00000322706,9606.ENSP00000327323,9606.ENSP00000330737,9606.ENSP00000339157,9606.ENSP00000340019,9606.ENSP00000348128,9606.ENSP00000349577,9606.ENSP00000349748,9606.ENSP00000350314,9606.ENSP00000351646,9606.ENSP00000352071,9606.ENSP00000357055,9606.ENSP00000359151,9606.ENSP00000359258,9606.ENSP00000359497,9606.ENSP00000360141,9606.ENSP00000363017,9606.ENSP00000363868,9606.ENSP00000364114,9606.ENSP00000365402,9606.ENSP00000365462,9606.ENSP00000367851,9606.ENSP00000369739,9606.ENSP00000370635,9606.ENSP00000371152,9606.ENSP00000372155,9606.ENSP00000373477,9606.ENSP00000376184,9606.ENSP00000377195,9606.ENSP00000377486,9606.ENSP00000378131,9606.ENSP00000378786,9606.ENSP00000379212,9606.ENSP00000379372,9606.ENSP00000379845,9606.ENSP00000379975,9606.ENSP00000380948,9606.ENSP00000380958,9606.ENSP00000381340,9606.ENSP00000381581,9606.ENSP00000381601,9606.ENSP00000385035,9606.ENSP00000385451,9606.ENSP00000385757,9606.ENSP00000389631,9606.ENSP00000392147,9606.ENSP00000407685,9606.ENSP00000408526,9606.ENSP00000410242,9606.ENSP00000411355,9606.ENSP00000416561,9606.ENSP00000417864,9606.ENSP00000420588,9606.ENSP00000432768,9606.ENSP00000436126,9606.ENSP00000446955,9606.ENSP00000450540,9606.ENSP00000452786,9606.ENSP00000473980,9606.ENSP00000478303,9606.ENSP00000480132,9606.ENSP00000482841,9606.ENSP00000491537,9606.ENSP00000497382,9606.ENSP00000498358	SYPL1,LCP2,NTN1,ITGB8,VTN,ATIC,C3,PTPN12,VGF,PRPH,LRPPRC,FOXRED1,CP,THRA,COL5A3,ICAM1,RBM6,ITIH4,IQGAP1,OSBPL11,CFL2,ANPEP,GCN1,CD34,ISCU,GSTM1,ALDH5A1,COX5A,HMGCS1,THNSL2,NDUFA12,CPM,HSPD1,SVIL,PRODH,SFPQ,BCO2,STIP1,CD163,PEA15,DBT,GCLM,GBP2,GNAS,RPA2,ABCA1,HLA-DRB5,HLA-C,PCCA,CYBB,BPHL,SLC39A14,ASAH1,PSME1,GPX3,BDH1,DBN1,MRPL19,CFI,HLA-DRA,PODN,GTF2A2,ABAT,ILK,ITGB2,MBP,GGT5,LCP1,MX1,C1S,MDK,BLVRA,ARPC1B,PPP6C,TNXB,IMPA1,IGF2BP2,PTPRC,CFB,ANP32A,TFAM,CKAP5,SAA2,MYL6,SERPINA3,ITGB3,MRPL37,POLR2E,NCAM1,CRABP2,FDFT1,CD53,FECH
