ENTREZID	SYMBOL
2569	GABRR1
7392	USF2
6068	SNORD3P1
4811	NID1
3351	HTR1B
1665	DHX15
150	ADRA2A
9518	GDF15
1350	COX7C
5928	RBBP4
7746	ZSCAN9
5483	PPIAP11
23007	PLCH1
5816	PVALB
11092	SPACA9
6390	SDHB
3557	IL1RN
5700	PSMC1
701	BUB1B
11180	WDR6
25777	SUN2
2547	XRCC6
5427	POLE2
23761	PISD
23013	SPEN
3128	HLA-DRB6
2677	GGCX
1476	CSTB
8894	EIF2S2
4069	LYZ
23091	ZC3H13
4731	NDUFV3
3229	HOXC13
3693	ITGB5
23008	KLHDC10
10106	CTDSP2
3110	MNX1
9432	OR7E21P
3434	IFIT1
5887	RAD23B
9385	COX5AP1
10888	GPR83
9487	PIGL
10651	MTX2
5153	PDE1B
7217	TRP-AGG2-5
8909	ENDOU
6745	SSR1
23127	COLGALT2
10343	PKDREJ
4163	MCC
9045	RPL14
6163	RPL32P1
10921	RNPS1
949	SCARB1
1420	CRYGC
10128	LRPPRC
11113	CIT
9987	HNRNPDL
6121	RPE65
4707	NDUFB1
9765	ZFYVE16
22871	NLGN1
10544	PROCR
8496	PPFIBP1
6160	RPL31
1012	CDH13
6665	SOX15
293	SLC25A6
1028	CDKN1C
8086	AAAS
2165	F13B
5765	PTOS1
727	C5
5238	PGM3
9099	USP2
435	ASL
9904	RBM19
3775	KCNK1
6075	RNU7-55P
6661	SOX5P1
22853	LMTK2
1600	DAB1
4429	MRXS7
23436	CELA3B
2236	FECHP1
3235	HOXD9
2134	EXTL1
8192	CLPP
3209	HOXA13
4660	PPP1R12B
23524	SRRM2
5450	POU2AF1
7786	MAP3K12
23510	KCTD2
6425	SFRP5
6928	HNF1B
8813	DPM1
327	APEH
22847	ZNF507
6697	SPR
7180	CRISP2
6352	CCL5
