"Gene_Symbol","Entrez"
"LOC105377621","105377621"
"BNIPL","149428"
"SNORD53B","109617012"
"WDR83OS","51398"
"CCDC28A","25901"
"SNORD139","116936"
"KCNJ2-AS1","400617"
"LMAN2L","81562"
"HDGF","3068"
"RASD1","51655"
"TOR1AIP1","26092"
"JPH1","56704"
"HDHD2","84064"
"ACADL","33"
"ELOC","6921"
"MIR197","406974"
"MRPS14","63931"
"MANF","7873"
"MITF","4286"
"BPNT1","10380"
"MIR1200","100302113"
"RIOK1","83732"
"AAK1","22848"
"ARSJ","79642"
"SYT9","143425"
"MXRA7","439921"
"CDC42EP3","10602"
"DOK6","220164"
"NRDC","4898"
"RNF167","26001"
"HACE1","57531"
"RIPK2","8767"
"STAMBP","10617"
"CRYZL1","9946"
"ESRRG","2104"
"POMK","84197"
"COG5","10466"
"CARD8-AS1","100505812"
"GAD2","2572"
"CNTNAP2","26047"
"NSUN3","63899"
"TACC1","6867"
"C18orf32","497661"
"SULF1","23213"
"PFDN5","5204"
"TEX30","93081"
"LINC01654","101927876"
"EPHA3","2042"
"NBAS","51594"
"MIR133A1HG","102723167"
"ZNF660-ZNF197","110354863"
"SNORD98","692211"
"ATPAF1","64756"
"GOLPH3","64083"
"ACVR1C","130399"
"SWT1","54823"
"LY96","23643"
"NEIL2","252969"
"SNORA24","677809"
"ENTPD1-AS1","728558"
"PLPPR5","163404"
"MIR125B1","406911"
"TTC9B","148014"
"HEATR5B","54497"
"FASTKD1","79675"
"GLDN","342035"
"ATP5PB","515"
"TRAF3IP2-AS1","643749"
"KLHDC3","116138"
"PCDH17","27253"
"PCDH7","5099"
"GALM","130589"
"ZNF252P","286101"
"SLC38A11","151258"
"BAZ1A","11177"
"UMAD1","729852"
"SUPT3H","8464"
"TMEM255A","55026"
"JAKMIP2","9832"
"RBM7","10179"
"SLC25A23","79085"
"ZNF805","390980"
"RNF138","51444"
"THOC7","80145"
"HIPK1-AS1","101928846"
"ZNF616","90317"
"MBD4","8930"
"EYA1","2138"
"SMARCE1","6605"
"DHRS7","51635"
"XPO4","64328"
"WEE2-AS1","285962"
"RTKN2","219790"
"ARHGEF25","115557"
"ANAPC5","51433"
"TMEM161B","153396"
"MEA1","4201"
"USP45","85015"
"EPB41L3","23136"
"FAR2","55711"
"ELMOD1","55531"
"DYNLL2","140735"
"GCNT4","51301"
"TMEM38B","55151"
"B4GALT1-AS1","101929639"
"OTULIN","90268"
"ATF5","22809"
"DNAJC16","23341"
"UBLCP1","134510"
"DCAF12","25853"
"MIR933","100126350"
"RPS15A","6210"
"DDX50","79009"
"MIR4705","100616239"
"CCDC7","79741"
"PNMA2","10687"
"SLC16A8","23539"
"TRMT12","55039"
"FAM171A1","221061"
"TAS2R8","50836"
"TMPO-AS1","100128191"
"EPB41L4A-AS1","114915"
"KMT5B","51111"
"EPHA6","285220"
"UTP3","57050"
"CAP2","10486"
"ZNF567","163081"
"VDAC3","7419"
"BTBD7","55727"
"NGRN","51335"
"LINC01270","284751"
"RPL28","6158"
"ERICH5","203111"
"MBTPS2","51360"
"YJEFN3","374887"
"ARMCX5-GPRASP2","100528062"
"PEX19","5824"
"RPS18P9","645958"
"SCFD1","23256"
"LNP1","348801"
"MSMO1","6307"
"MIR580","693165"
"SERINC5","256987"
"MID1","4281"
"ALKBH5","54890"
"STRADB","55437"
"HDX","139324"
"LAGE3","8270"
"ZBTB14","7541"
"LTV1","84946"
"PTK2","5747"
"RNF111","54778"
"RPS14","6208"
"RSC1A1","6248"
"CPLX3","594855"
"BEX4","56271"
"INTS6","26512"
"SNORA18","677805"
"RGPD3","653489"
"TMPPE","643853"
"SERF2","10169"
"GPN1","11321"
"ATG101","60673"
"TMEM14A","28978"
"MCOLN3","55283"
"C6orf52","347744"
"ARHGEF9","23229"
"PARP4","143"
"TPX2","22974"
"HSD17B6","8630"
"POLR1E","64425"
"CDCA7L","55536"
"RPLP2","6181"
"MTHFD2","10797"
"TBPL1","9519"
"HLA-F-AS1","285830"
"POLR1D","51082"
"UQCC3","790955"
"GLRA3","8001"
"SLX4IP","128710"
"PPFIA2","8499"
"C16orf46","123775"
"HAUS2","55142"
"ABHD3","171586"
"NEUROD1","4760"
"PCDHA4","56144"
"MTX2","10651"
"ZFYVE16","9765"
"CLNS1A","1207"
"IFT46","56912"
"LINC01260","79015"
"WDR31","114987"
"PCYT1B","9468"
"CDK2AP2","10263"
"ERO1A","30001"
"COX17","10063"
"TBX6","6911"
"CENPV","201161"
"TM2D1","83941"
"ZNF562","54811"
"TMEM268","203197"
"NBEA","26960"
"PCDHA8","56140"
"FAM13B","51306"
"SRSF6","6431"
"ZFAND2A","90637"
"RSRC1","51319"
"FKBP14","55033"
"GTF2I","2969"
"SNTG1","54212"
"SNORD114-26","767606"
"EID1","23741"
"C2CD2","25966"
"CDH20","28316"
"GMCL1","64395"
"ASPHD1","253982"
"PEG10","23089"
"BEST1","7439"
"ANKRD13C","81573"
"KIDINS220","57498"
"DNLZ","728489"
"TMX4","56255"
"MYL3","4634"
"CRIPT","9419"
"SSH2","85464"
"CLPX","10845"
"DDX52","11056"
"TTPA","7274"
"LINC01234","100506465"
"SHQ1","55164"
"UBXN7","26043"
"TSHZ1","10194"
"FAM234B","57613"
"FAR2P2","100216479"
"LOC101928177","101928177"
"CCBE1","147372"
"SAR1A","56681"
"ZNF304","57343"
"CHTF8","54921"
"NTN4","59277"
"ZSCAN12P1","221584"
"ARL8A","127829"
"COQ5","84274"
"TMEM126B","55863"
"ZC3H12B","340554"
"HRH3","11255"
"IARS2","55699"
"ZNF728","388523"
"STON2","85439"
"TCEAL4","79921"
"GLYAT","10249"
"ZSCAN20","7579"
"MMP2","4313"
"DTYMK","1841"
"MIR7-1","407043"
"NRXN1","9378"
"MIR29B2","407025"
"TMEM35A","59353"
"GOLGA5","9950"
"ZXDA","7789"
"RPL36A","6173"
"SF3B1","23451"
"FNTB","2342"
"MRPL15","29088"
"SH3RF1","57630"
"PRR34-AS1","150381"
"GLIS3","169792"
"TUBA8","51807"
"MITD1","129531"
"TSR3","115939"
"EXOSC5","56915"
"GEMIN2","8487"
"PPP2R2C","5522"
"GNA15","2769"
"MSRB3","253827"
"CCDC186","55088"
"RECQL","5965"
"METTL5","29081"
"ATF7IP2","80063"
"ZNF765-ZNF761","110116772"
"MIR617","693202"
"TMEM50A","23585"
"UBE2E3","10477"
"TPP1","1200"
"ZNHIT1","10467"
"SMC4","10051"
"KAT6A","7994"
"MED28","80306"
"RPL10","6134"
"SETD3","84193"
"ENSA","2029"
"SERPINH1","871"
"VSTM4","196740"
"LIMD1-AS1","644714"
"RWDD4","201965"
"ZFP28","140612"
"PBDC1","51260"
"SNAP29","9342"
"LSMEM2","132228"
"FAM216A","29902"
"FSCN1","6624"
"RBFOX1","54715"
"APTX","54840"
"PDE6H","5149"
"FYCO1","79443"
"RAB9B","51209"
"ZNF781","163115"
"C17orf75","64149"
"MIR4451","100616349"
"BRI3BP","140707"
"LTA4H","4048"
"DNAJC9","23234"
"DNAJC18","202052"
"LIMS1","3987"
"CEP19","84984"
"TOP1","7150"
"TNNC2","7125"
"GSPT2","23708"
"LINC00597","81698"
"TOR1AIP2","163590"
"RIOX2","84864"
"TERF2IP","54386"
"SMYD2","56950"
"GPATCH2L","55668"
"TNFRSF21","27242"
"PIK3C2A","5286"
"LSMEM1","286006"
"MIEF1","54471"
"GPAM","57678"
"GXYLT2","727936"
"LDLRAD4","753"
"CHRAC1","54108"
"NSMCE1","197370"
"ARHGAP23","57636"
"NIPSNAP2","2631"
"SNORA101B","107399303"
"HOMER1","9456"
"SNORD18B","595099"
"ATMIN","23300"
"SERINC4","619189"
"CPEB4","80315"
"RAD1","5810"
"FAM181B","220382"
"SCD","6319"
"RORB-AS1","103752585"
"FBL","2091"
"DHX29","54505"
"MIR4312","100422971"
"TMEM9B-AS1","493900"
"REXO4","57109"
"LOC101928551","101928551"
"PSAT1","29968"
"SNX11","29916"
"ICMT","23463"
"GLMN","11146"
"HSPA12A","259217"
"DKC1","1736"
"ATG14","22863"
"STT3B","201595"
"DTNBP1","84062"
"ITGAL","3683"
"AVPI1","60370"
"SLC30A6","55676"
"TLR7","51284"
"UBE2T","29089"
"PDXDC1","23042"
"COG6","57511"
"GAMT","2593"
"SWAP70","23075"
"KCNG1","3755"
"NHP2","55651"
"MIR9-2","407047"
"TRIM62","55223"
"FXYD6","53826"
"TRIR","79002"
"SFT2D3","84826"
"N6AMT1","29104"
"ZNF10","7556"
"MAP3K11","4296"
"NTNG1","22854"
"SERPIND1","3053"
"ZNF804A","91752"
"ANKRD49","54851"
"CMC1","152100"
"MIR3685","100500802"
"PABPC4","8761"
"PACRG-AS3","729658"
"THOC2","57187"
"MYL12B","103910"
"JPT1","51155"
"CTBS","1486"
"TDRKH","11022"
"MEF2C-AS1","101929423"
"PCNX1","22990"
"MCTS1","28985"
"LINC00515","282566"
"PLIN1","5346"
"ETAA1","54465"
"DPP4","1803"
"CCNQ","92002"
"BASP1","10409"
"SH3D19","152503"
"MAP7D1","55700"
"ZNF214","7761"
"C1QBP","708"
"GPN3","51184"
"ROBO2","6092"
"MIR99AHG","388815"
"ZC3H8","84524"
"MRPS22","56945"
"C1QTNF3-AMACR","100534612"
"TGFBR3L","100507588"
"CA10","56934"
"SNORD113-7","767567"
"SP4","6671"
"CDH9","1007"
"HYMAI","57061"
"SNORD87","641648"
"EXOG","9941"
"SUPT16H","11198"
"ATP6AP2","10159"
"MIR5688","100847077"
"RPS4X","6191"
"ARL4C","10123"
"LIPJ","142910"
"KRBA2","124751"
"LIPT1","51601"
"MIR4500HG","642345"
"PHF20L1","51105"
"PRPF38A","84950"
"HSDL1","83693"
"ING1","3621"
"XPO7","23039"
"PRDM8","56978"
"TMEM131L","23240"
"MBIP","51562"
"TTC27","55622"
"GAS2L3","283431"
"CPNE2","221184"
"LINC00940","100271702"
"TMEM128","85013"
"ANAPC10","10393"
"LOC100505555","100505555"
"UBE2R2","54926"
"FTSJ3","117246"
"PEX11A","8800"
"SDHAF4","135154"
"GABARAPL1","23710"
"COA7","65260"
"ZNF573","126231"
"MIR4523","100616122"
"HMGCLL1","54511"
"CNOT2","4848"
"CCDC103","388389"
"LOC403312","403312"
"MIR5006","100847026"
"GDF7","151449"
"ASXL2","55252"
"EIF3L","51386"
"SAMD4A","23034"
"DDX47","51202"
"LRRC10B","390205"
"METTL16","79066"
"ZCWPW2","152098"
"MIR198","406975"
"LRRC37A6P","387646"
"ZNF460","10794"
"MFSD4A","148808"
"ZNF667-AS1","100128252"
"IBTK","25998"
"ELOVL2","54898"
"RPL36","25873"
"AP4E1","23431"
"MAFG","4097"
"DHRS4","10901"
"LOC101929762","101929762"
"SPATS2L","26010"
"CHMP4A","29082"
"AQR","9716"
"TRMT112","51504"
"STAU1","6780"
"SYT4","6860"
"HEBP1","50865"
"NSL1","25936"
"CAPN7","23473"
"METTL8","79828"
"SENP8","123228"
"MYLK3","91807"
"PCBP1","5093"
"TADA1","117143"
"ANGPTL2","23452"
"TAS2R14","50840"
"SBF2-AS1","283104"
"RGL1","23179"
"TMED8","283578"
"ZBED6","100381270"
"ERLIN2","11160"
"MED18","54797"
"MIR4477B","100616194"
"LOC731157","731157"
"BRK1","55845"
"RGPD5","84220"
"MIR4721","100616256"
"MIR5692C2","100847017"
"DTWD1","56986"
"ENOX1","55068"
"CHCHD1","118487"
"BDP1","55814"
"LONRF2","164832"
"RPL35","11224"
"TYW5","129450"
"TERC","7012"
"SENP7","57337"
"ANKRD34C","390616"
"UBAP1","51271"
"COMT","1312"
"NPTX2","4885"
"B3GLCT","145173"
"LGI3","203190"
"TRIM8","81603"
"ZC3H14","79882"
"COPS9","150678"
"DHCR7","1717"
"CD2BP2","10421"
"CAAP1","79886"
"ZBTB24","9841"
"E2F5","1875"
"DOCK4","9732"
"NFXL1","152518"
"U2SURP","23350"
"CEP350","9857"
"LLGL2","3993"
"BCL2A1","597"
"PTPN20","26095"
"SNORD31B","109616978"
"DUSP7","1849"
"PLPP1","8611"
"GDPD1","284161"
"GOLGA8M","653720"
"LOC284798","284798"
"ZMYM4","9202"
"TDO2","6999"
"ZMYM1","79830"
"KCNK2","3776"
"DEXI","28955"
"EPC1","80314"
"CAMK2A","815"
"FRAT1","10023"
"NHEJ1","79840"
"PIGF","5281"
"MRPS31P5","100887750"
"DHX36","170506"
"DRG1","4733"
"MAP4K3","8491"
"PNMA1","9240"
"LOC101928797","101928797"
"RAB6D","150786"
"MRPS34","65993"
"MRPL45","84311"
"RCC2","55920"
"LOC105377975","105377975"
"ZNF16","7564"
"SOX2","6657"
"HLA-DOA","3111"
"SLC25A53","401612"
"ATP5F1C","509"
"MYO6","4646"
"UMPS","7372"
"ZNF143","7702"
"LINC02338","101926897"
"NUP155","9631"
"PPFIBP1","8496"
"RPS11","6205"
"TAF1D","79101"
"NPY1R","4886"
"SATB1-AS1","101927777"
"PPARA","5465"
"PXYLP1","92370"
"CA11","770"
"WNK3","65267"
"PDE12","201626"
"NAP1L5","266812"
"TLR8","51311"
"THUMPD3-AS1","440944"
"HRK","8739"
"MAP7D2","256714"
"ZGRF1","55345"
"SNX18","112574"
"RMDN2","151393"
"ZC3H13","23091"
"TMEM135","65084"
"FMOD","2331"
"SLC39A12","221074"
"GNL3","26354"
"FBXL17","64839"
"TBCA","6902"
"SNORA116","109623462"
"LHX6","26468"
"SNORD114-11","767589"
"POMP","51371"
"NEURL3","93082"
"MPDZ","8777"
"LNX1","84708"
"SLC9A7","84679"
"NUDT4","11163"
"SOX6","55553"
"POLI","11201"
"PHGDH","26227"
"KL","9365"
"ERI1","90459"
"ZNF131","7690"
"PHYHIPL","84457"
"KLC1","3831"
"MSN","4478"
"NUDCD3","23386"
"BCL10","8915"
"HERC3","8916"
"GPR27","2850"
"CAMK4","814"
"PITPNA-AS1","100306951"
"ZNF404","342908"
"DOCK11","139818"
"CCDC148","130940"
"TRIM41","90933"
"ANKRD7","56311"
"RPAP2","79871"
"BACE1-AS","100379571"
"ETV3","2117"
"RNF168","165918"
"KANSL1","284058"
"EXOSC8","11340"
"GGCT","79017"
"FRAT2","23401"
"TMEM150C","441027"
"BTNL9","153579"
"KCNB2","9312"
"SPRYD7","57213"
"STXBP5","134957"
"CCDC3","83643"
"PSMC1","5700"
"ACTG2","72"
"LMOD3","56203"
"TRAPPC13","80006"
"UPP2","151531"
"NCAPG","64151"
"PAK1IP1","55003"
"ANKH","56172"
"UBR1","197131"
"TIGD4","201798"
"COPZ1","22818"
"TMEM233","387890"
"BOLA2-SMG1P6","107282092"
"SERPINF1","5176"
"ZNF460-AS1","105372476"
"ZNF830","91603"
"LRRC70","100130733"
"CAPS2","84698"
"SLC25A27","9481"
"TOLLIP","54472"
"DYNC1H1","1778"
"NOG","9241"
"GPR176","11245"
"SLC25A26","115286"
"DNAJC19","131118"
"ZNF738","148203"
"COL9A3","1299"
"RIC8B","55188"
"ZNF791","163049"
"HS6ST2","90161"
"ZNF561","93134"
"TMEM186","25880"
"WIPF3","644150"
"MRPL47","57129"
"ANKRD29","147463"
"SASH1","23328"
"SRP19","6728"
"SUDS3","64426"
"BGLAP","632"
"THAP11","57215"
"ZNF385B","151126"
"EFS","10278"
"LINC00906","148145"
"HELB","92797"
"ZNF2","7549"
"PRMT3","10196"
"SPRY2","10253"
"C14orf178","283579"
"AATF","26574"
"NDUFC2-KCTD14","100532726"
"PRUNE1","58497"
"SYT6","148281"
"CEP152","22995"
"ASH1L","55870"
"LSM4","25804"
"MORN5","254956"
"DUSP2","1844"
"NDUFAF6","137682"
"COL6A3","1293"
"KCNT2","343450"
"NPTN","27020"
"ATP5PO","539"
"ZCCHC3","85364"
"KIF3C","3797"
"ADGRG6","57211"
"C2orf76","130355"
"MIR4751","100616483"
"UFSP2","55325"
"C1D","10438"
"MIR30A","407029"
"MTERF3","51001"
"HEY2","23493"
"SERP2","387923"
"SETDB2","83852"
"DYNC1I1","1780"
"SNHG16","100507246"
"PHF5A","84844"
"MFSD1","64747"
"SLC30A5","64924"
"UQCRH","7388"
"CNIH2","254263"
"DHX40","79665"
"TNFAIP6","7130"
"ACSL6","23305"
"CLK4","57396"
"TMPRSS5","80975"
"MYEF2","50804"
"CEP44","80817"
"GDAP2","54834"
"MRPS7","51081"
"ST3GAL5-AS1","101928113"
"ZDHHC13","54503"
"ATG2B","55102"
"TAS2R9","50835"
"SETDB2-PHF11","107303344"
"GNL3L","54552"
"MTRF1L","54516"
"SAMD12-AS1","552860"
"ARPC5L","81873"
"TBXA2R","6915"
"AP1G1","164"
"HSPB2","3316"
"ARHGAP25","9938"
"ANO6","196527"
"ZNF438","220929"
"LONRF1","91694"
"CDR1","1038"
"LY75-CD302","100526664"
"CCDC110","256309"
"FAM120C","54954"
"NME7","29922"
"XPNPEP3","63929"
"SNORD114-14","767592"
"ZNF254","9534"
"SLMO2-ATP5E","100533975"
"SCLT1","132320"
"RINL","126432"
"MAGI3","260425"
"FAM131B","9715"
"CMSS1","84319"
"DGKH","160851"
"MIR31HG","554202"
"DPY30","84661"
"STOX1","219736"
"FRMD6","122786"
"ARNT2","9915"
"HP1BP3","50809"
"SCN3B","55800"
"MIR4666A","100616308"
"CBX3P2","645158"
"DSP","1832"
"RNF150","57484"
"CYP20A1","57404"
"HAT1","8520"
"PCF11","51585"
"SHROOM1","134549"
"ZIM2-AS1","101929059"
"TAS2R7","50837"
"RETREG2","79137"
"RPP21","79897"
"CDKN2B","1030"
"RNF5","6048"
"LSP1","4046"
"LDB2","9079"
"MESTIT1","317751"
"ORMDL1","94101"
"NR2F1-AS1","441094"
"EXOC2","55770"
"MON1B","22879"
"SPSB1","80176"
"TMEM243","79161"
"MON2","23041"
"ZNF684","127396"
"LINC01202","104326188"
"AKIRIN2","55122"
"CNGA4","1262"
"MIR3976HG","645355"
"RBM8A","9939"
"SNN","8303"
"HARBI1","283254"
"AQP9","366"
"RBFOX2","23543"
"OSBPL9","114883"
"CNTF","1270"
"MARF1","9665"
"ZNF583","147949"
"SMUG1","23583"
"DERL1","79139"
"CFAP44","55779"
"ZNF624","57547"
"CNIH4","29097"
"MED4","29079"
"SNX17","9784"
"RBM17","84991"
"VPS4B","9525"
"PCAT7","101928099"
"TP53INP1","94241"
"MRPS24","64951"
"ZBTB40","9923"
"STAG1","10274"
"DBF4","10926"
"RMDN3","55177"
"HNRNPAB","3182"
"SNHG5","387066"
"KIF23","9493"
"NDUFAF1","51103"
"MRPL24","79590"
"ARHGAP5-AS1","84837"
"MKRN3","7681"
"GOSR1","9527"
"IL1RAPL2","26280"
"TMEM178B","100507421"
"ORC3","23595"
"GIMAP2","26157"
"SMPDL3A","10924"
"DMRTA1","63951"
"RXYLT1","10329"
"SLC35D1","23169"
"THADA","63892"
"PNPT1","87178"
"ELOVL2-AS1","100506409"
"HULC","728655"
"TBRG1","84897"
"DUBR","344595"
"MYT1L","23040"
"ZNF441","126068"
"MIR1825","100302183"
"MOAP1","64112"
"CAV2","858"
"BAG1","573"
"BHLHA9","727857"
"GCC1","79571"
"GUSBP2","387036"
"COX15","1355"
"DOCK8","81704"
"SETD2","29072"
"IPP","3652"
"CCKBR","887"
"TDRD9","122402"
"LINC00938","400027"
"POC5","134359"
"UEVLD","55293"
"GTPBP4","23560"
"SPANXA2-OT1","619455"
"ZNF540","163255"
"ABCG5","64240"
"SNORD45C","692085"
"MIR6872","102465526"
"CEP192","55125"
"KDM3A","55818"
"SLC47A1","55244"
"MIR5047","100616408"
"TRAPPC3","27095"
"ZNF761","388561"
"TARDBP","23435"
"CYB5R2","51700"
"LINC01278","92249"
"DPYSL5","56896"
"KLF7","8609"
"FAM111A-DT","101927204"
"RNF185","91445"
"SURF1","6834"
"MPHOSPH8","54737"
"TEX41","401014"
"LINC01950","102467213"
"DDN-AS1","105369758"
"HCG4","54435"
"HMG20B","10362"
"FLOT1","10211"
"SPATA6","54558"
"PRKCZ","5590"
"DYM","54808"
"GAL3ST1","9514"
"RPS10-NUDT3","100529239"
"ACYP2","98"
"CDC42","998"
"MIR3139","100423017"
"HOXD1","3231"
"ADGRL3","23284"
"SEC24B","10427"
"APH1B","83464"
"PAG1","55824"
"NCK2","8440"
"ZNF879","345462"
"PIGM","93183"
"PCGF1","84759"
"DIMT1","27292"
"RPL18A","6142"
"TP53RK","112858"
"HDAC5","10014"
"AP4S1","11154"
"MGA","23269"
"APOO","79135"
"MIR744","100126313"
"SKA3","221150"
"SLC13A3","64849"
"AP1S1","1174"
"KIAA0825","285600"
"KIF13A","63971"
"LY86","9450"
"CCSER1","401145"
"NDRG3","57446"
"FBXW2","26190"
"TSR2","90121"
"ZFP62","643836"
"MIR5087","100847044"
"LSM12","124801"
"BAZ2B","29994"
"MIA2","4253"
"PRKAG2-AS1","100505483"
"LRP6","4040"
"THUMPD3","25917"
"PHOSPHO2","493911"
"BMPER","168667"
"MPPED1","758"
"NDUFA6","4700"
"ZCCHC2","54877"
"ATP5MG","10632"
"PAF1","54623"
"DNAJC14","85406"
"LOC105374042","105374042"
"SLC9B1","150159"
"RPL41","6171"
"NEGR1-IT1","100852409"
"KANK2","25959"
"PRR14L","253143"
"BECN1","8678"
"NUPR1","26471"
"SLC22A23","63027"
"LINC01476","101927728"
"EXPH5","23086"
"PPIA","5478"
"KIZ","55857"
"TLL1","7092"
"HYKK","123688"
"TOX4","9878"
"ABCA6","23460"
"PJA1","64219"
"OTUD7A","161725"
"MIR193BHG","100129781"
"SMDT1","91689"
"UPRT","139596"
"BRCA2","675"
"TNFAIP8L2-SCNM1","100534012"
"FOXC2","2303"
"TM6SF1","53346"
"TGS1","96764"
"KCNMB2","10242"
"SLC12A6","9990"
"ZNF613","79898"
"TRPC5","7224"
"ZNF397","84307"
"CRSP8P","441089"
"AKIRIN1","79647"
"DANCR","57291"
"SLC4A1AP","22950"
"L2HGDH","79944"
"TRA2B","6434"
"KCTD20","222658"
"MSRB2","22921"
"METTL21EP","121952"
"C1orf56","54964"
"MACROD2","140733"
"LNX2","222484"
"DOK1","1796"
"ZNF681","148213"
"ATP6V1G1","9550"
"MAGEE2","139599"
"ARMCX2","9823"
"OSER1","51526"
"SENP5","205564"
"IFT22","64792"
"SLC27A2","11001"
"EMC6","83460"
"FBXW4","6468"
"ABRAXAS1","84142"
"BOD1","91272"
"SPAG16","79582"
"GLP2R","9340"
"SQOR","58472"
"RNF175","285533"
"ZNF816","125893"
"PRDX4","10549"
"GTF2H2B","653238"
"LINC02254","101927286"
"LOC100131289","100131289"
"EMILIN1","11117"
"FGF14","2259"
"KCTD18","130535"
"CMTR2","55783"
"FN3K","64122"
"GINS3","64785"
"B4GALT5","9334"
"TOB1-AS1","400604"
"MRPL22","29093"
"RPL23AP53","644128"
"WARS2","10352"
"KPNA6","23633"
"CHST1","8534"
"MIR632","693217"
"NUP50","10762"
"SMPD2","6610"
"VOPP1","81552"
"EIF3F","8665"
"DDHD2","23259"
"HPCA","3208"
"DEDD2","162989"
"NEDD4","4734"
"NDUFAF2","91942"
"MIR4428","100616141"
"COL9A2","1298"
"RNF7","9616"
"ZNF256","10172"
"MTF1","4520"
"CBR3","874"
"ZNF436","80818"
"UBQLN2","29978"
"SVBP","374969"
"ANKRD34A","284615"
"TRNP1","388610"
"CFAP43","80217"
"MIR4501","100616137"
"NUTM2B","729262"
"AAMDC","28971"
"ADCY10P1","221442"
"EXOC1","55763"
"RACK1","10399"
"TMEM168","64418"
"CYP46A1","10858"
"SEC11A","23478"
"TRIM24","8805"
"NEK11","79858"
"SMIM19","114926"
"NES","10763"
"MYORG","57462"
"ADI1","55256"
"TTC32","130502"
"LINC02418","100190940"
"CLMP","79827"
"C2CD4D","100191040"
"PDE6D","5147"
"LANCL3","347404"
"RGS17","26575"
"PFN1","5216"
"PRELID1","27166"
"OVCH1","341350"
"PEX13","5194"
"CBLN2","147381"
"PLXND1","23129"
"WDR76","79968"
"BICC1","80114"
"LINC00390","105370183"
"ATP6V0E1","8992"
"CNTLN","54875"
"LYSMD2","256586"
"WNT16","51384"
"SAMD4B","55095"
"NMRK1","54981"
"SSTR3","6753"
"CDKL4","344387"
"TULP2","7288"
"ZNF542P","147947"
"STX17","55014"
"LINC00674","100499466"
"PLPP3","8613"
"KIAA2013","90231"
"SLC48A1","55652"
"PHYH","5264"
"LRRC57","255252"
"FER1L6-AS2","157376"
"LIPC","3990"
"MAN1C1","57134"
"ZNF846","162993"
"FCHO2","115548"
"KIF1B","23095"
"CARF","79800"
"LOC101929237","101929237"
"CSNK2A1","1457"
"CAMK1","8536"
"ANKAR","150709"
"FAM50B","26240"
"RBM22","55696"
"CAMTA1","23261"
"AGBL3","340351"
"RFX7","64864"
"LOC389765","389765"
"EBNA1BP2","10969"
"BCLAF3","256643"
"GALNT11","63917"
"ZNF501","115560"
"DGAT2","84649"
"LOC101927040","101927040"
"CA5BP1","340591"
"TPI1","7167"
"HPS5","11234"
"RASAL1","8437"
"GID8","54994"
"KCNK1","3775"
"ADIPOR1","51094"
"LDHAL6A","160287"
"ZNF234","10780"
"PTENP1","11191"
"KIF11","3832"
"POLR3F","10621"
"TST","7263"
"DIAPH3","81624"
"FAM13A","10144"
"JPX","554203"
"PEF1","553115"
"ATF7IP","55729"
"SMC5","23137"
"INO80D","54891"
"TRAFD1","10906"
"PTGS1","5742"
"LOC105370941","105370941"
"ACACA","31"
"RASL10B","91608"
"NECTIN3","25945"
"KIF2C","11004"
"PPP1R36","145376"
"LEPR","3953"
"THTPA","79178"
"PACRGL","133015"
"FBXO25","26260"
"SH3PXD2B","285590"
"EIF3D","8664"
"CCDC125","202243"
"KCNA2","3737"
"DLEU1","10301"
"BRI3","25798"
"PAFAH2","5051"
"UXT","8409"
"FSTL5","56884"
"C5orf22","55322"
"MIR6755","102465452"
"PRR13","54458"
"EXD2","55218"
"LOC101927055","101927055"
"ZNF619","285267"
"PAPPA2","60676"
"HTR3B","9177"
"RTCA","8634"
"PPCS","79717"
"KIF18B","146909"
"ST3GAL5","8869"
"PRR16","51334"
"LDAH","60526"
"NCOA3","8202"
"SNORC","389084"
"DBP","1628"
"ACTR10","55860"
"PCOLCE","5118"
"DHODH","1723"
"WBP11","51729"
"ZC4H2","55906"
"GNG3","2785"
"SIRT5","23408"
"ARFGEF2","10564"
"TPST2","8459"
"GTF2IP4","100093631"
"PAH","5053"
"PTPA","5524"
"HTR3A","3359"
"TMA16","55319"
"VPS54","51542"
"KANK4","163782"
"AKAP7","9465"
"RPL18","6141"
"ADRA1D","146"
"WASHC5","9897"
"EAF1","85403"
"COQ3","51805"
"CCNB1IP1","57820"
"GTSE1","51512"
"DDX24","57062"
"MIR4644","100616430"
"LOC101927066","101927066"
"LYPD8","646627"
"PPIP5K2","23262"
"NOA1","84273"
"OR6A2","8590"
"ULK2","9706"
"C11orf71","54494"
"CNEP1R1","255919"
"CCDC169","728591"
"PITPNC1","26207"
"NDUFS5","4725"
"ZNF765","91661"
"FAM228B","375190"
"PRADC1","84279"
"PA2G4","5036"
"SH3BP5","9467"
"FAM204A","63877"
"SNORD45B","26804"
"OARD1","221443"
"DERA","51071"
"CACNG2","10369"
"ZCWPW1","55063"
"REXO2","25996"
"SPTLC1","10558"
"COMMD10","51397"
"SH3BP5L","80851"
"SLF1","84250"
"HAUS1","115106"
"AMACR","23600"
"ANAPC11","51529"
"CKAP2","26586"
"PADI4","23569"
"NEPRO","25871"
"PIGBOS1","101928527"
"ZNF829","374899"
"PPA2","27068"
"VPS33A","65082"
"MTO1","25821"
"MINPP1","9562"
"UBFD1","56061"
"CWF19L1","55280"
"RMI1","80010"
"TMEM141","85014"
"LINC00467","84791"
